Gene	sgRNA	WT|beta	WT|z	WT|p-value	WT|fdr	WT|wald-p-value	WT|wald-fdr
NFIB	4	-0.08169	-0.52394	0.79047	0.98347	0.60032	0.77744
SPRY2	4	0.038611	0.48962	0.64384	0.96474	0.6244	0.79232
ABL2	4	0.38086	1.2093	0.0022375	0.074627	0.22656	0.59463
LRCH3	4	-0.28397	-1.9914	0.24871	0.82405	0.046434	0.58307
ZNF551	4	0.036813	0.59956	0.65334	0.96632	0.5488	0.75221
CNTD1	4	0.15336	0.80246	0.20296	0.78815	0.42229	0.71149
ZAR1L	4	-0.13609	-0.81886	0.5891	0.96138	0.41286	0.70652
HFE	4	0.0053598	0.059989	0.80847	0.98434	0.95216	0.97614
CDC25C	4	-0.018304	-0.13188	0.92184	0.99373	0.89508	0.94826
L3MBTL2	4	-0.39758	-1.3725	0.12455	0.68649	0.16992	0.58307
NUGGC	4	0.1972	1.6034	0.10939	0.65361	0.10884	0.58307
OR2T6	4	0.13225	1.396	0.26333	0.83599	0.16273	0.58307
SEC63	4	-0.083488	-0.37576	0.78371	0.98347	0.7071	0.84499
GPR18	4	0.26826	1.2457	0.031623	0.3687	0.21287	0.58701
ACOX3	4	0.033065	0.31023	0.67174	0.9688	0.75639	0.87411
THAP3	4	0.13728	1.1953	0.24811	0.82357	0.23198	0.5974
NUCB2	4	0.13425	1.256	0.25731	0.83119	0.20912	0.58595
DCK	4	-0.02267	-0.13392	0.94337	0.9945	0.89346	0.94742
DOK1	4	-0.15572	-1.5276	0.52809	0.94893	0.12661	0.58307
PPP1R36	4	0.14973	1.038	0.21311	0.79858	0.29928	0.63079
FGF1	4	0.015059	0.32682	0.76258	0.9827	0.74381	0.86691
KCNAB2	4	0.13797	1.0795	0.24627	0.82146	0.28037	0.62073
GIMAP5	4	0.14385	1.3337	0.22882	0.81121	0.18229	0.58382
USP10	4	-0.40542	-2.2136	0.11849	0.6745	0.026856	0.58307
NFASC	4	-0.032249	-0.3871	0.98991	0.9989	0.69869	0.83973
RNF149	4	0.20159	1.3138	0.10213	0.63653	0.18892	0.58387
TMEM67	4	0.14138	1.1476	0.23568	0.81701	0.25115	0.6048
FBXO36	4	-0.012717	-0.15302	0.89499	0.99062	0.87838	0.93983
TTLL2	4	0.17419	1.6912	0.15453	0.73144	0.090806	0.58307
MS4A8	4	-0.016418	-0.18143	0.91264	0.99261	0.85603	0.92813
EPT1	4	0.23638	1.2994	0.056732	0.49033	0.19381	0.58512
TAP1	4	0.16751	1.4553	0.16875	0.74869	0.14558	0.58307
RHBDD1	4	0.24269	1.4125	0.051014	0.47043	0.15781	0.58307
CRK	4	-0.22823	-1.1735	0.3482	0.8851	0.24059	0.60108
SCAF4	4	-0.13535	-0.65581	0.59203	0.96217	0.51194	0.74753
DCAF11	4	0.11109	1.2939	0.33418	0.88098	0.1957	0.58558
ALYREF	4	-0.78788	-2.0687	0.0084029	0.17789	0.038572	0.58307
MRPL43	4	-0.89372	-1.8161	0.0038286	0.10754	0.069354	0.58307
OR4K15	4	0.079454	0.65249	0.45789	0.92926	0.51408	0.74753
KLK3	4	0.068011	0.49321	0.50711	0.94357	0.62187	0.79113
LHFP	4	0.037536	1.2115	0.64941	0.966	0.22572	0.59408
TMOD1	4	-0.007205	-0.090071	0.86958	0.99062	0.92823	0.96524
RGPD1	4	-0.60495	-2.2494	0.03217	0.3712	0.024485	0.58307
LOXL2	4	0.051552	0.4952	0.58254	0.96086	0.62046	0.79003
CAMSAP2	4	-0.2116	-1.453	0.38325	0.90068	0.14622	0.58307
CBX3	4	-0.062611	-0.36228	0.87177	0.99062	0.71715	0.85198
MPP4	4	-0.072665	-0.9163	0.82727	0.98514	0.35951	0.67339
CRTAP	4	0.080786	1.0008	0.45212	0.92805	0.31691	0.64321
ASPN	4	0.16701	1.0249	0.1699	0.74869	0.30542	0.63457
C18orf21	4	-0.64898	-1.5156	0.023419	0.31717	0.12961	0.58307
NEURL2	4	0.29774	1.2901	0.01785	0.27467	0.19703	0.58558
MEF2B	4	-0.62396	-2.0445	0.027794	0.34592	0.040906	0.58307
RAB3IP	4	-0.11175	-1.7946	0.67527	0.96889	0.072717	0.58307
SDHB	4	-0.45219	-1.6215	0.088405	0.59725	0.10491	0.58307
AMACR	4	0.032858	0.59992	0.67303	0.9688	0.54856	0.75216
PFDN2	4	-0.91938	-2.4889	0.0029833	0.092308	0.012813	0.5486
C15orf41	4	-0.43377	-1.6059	0.099045	0.63198	0.10829	0.58307
DYNLL2	4	0.18908	1.1701	0.12415	0.68618	0.24194	0.60126
WIPI2	4	0.2814	1.3647	0.024562	0.32457	0.17235	0.58307
LOC388780	4	0.059323	0.61022	0.54689	0.95489	0.54171	0.74954
BACE1	4	0.11277	1.4282	0.32801	0.87718	0.15322	0.58307
GPAM	4	-0.064143	-0.58445	0.8654	0.99062	0.55892	0.75608
ERBB3	4	-0.15557	-1.2774	0.52839	0.94893	0.20145	0.58558
HMX2	4	0.17899	1.0518	0.14404	0.71221	0.29288	0.62791
MOB3B	4	0.18059	0.86512	0.14086	0.70797	0.38697	0.69021
TBC1D23	4	0.24551	1.453	0.048926	0.45878	0.14621	0.58307
NUDT22	4	-0.0167	-0.91808	0.91378	0.99261	0.35858	0.67325
PDLIM2	4	0.1738	1.1857	0.15503	0.73144	0.23576	0.59853
APC2	4	-0.062443	-0.66421	0.87251	0.99062	0.50656	0.74698
ZNF76	4	-0.11816	-0.98361	0.65095	0.966	0.32531	0.64812
TAB3	4	0.029585	0.40868	0.68874	0.972	0.68277	0.83013
VSTM2L	4	0.1765	1.5606	0.14941	0.72323	0.11862	0.58307
BEND3	4	-0.054118	-0.71755	0.90826	0.99164	0.47304	0.74187
LOC388849	4	-0.091732	-0.72576	0.75075	0.98173	0.46799	0.73935
45180	4	0.0092141	0.051584	0.79062	0.98347	0.95886	0.97936
STKLD1	4	0.12524	1.2981	0.2861	0.85169	0.19426	0.58512
PDHA1	4	0.077101	0.58561	0.46853	0.93231	0.55814	0.75556
C11orf85	4	0.14528	1.661	0.22474	0.80919	0.096705	0.58307
CD33	4	-0.026938	-0.97744	0.96435	0.99611	0.32835	0.65016
HNF1A	4	0.047125	0.60525	0.60352	0.96315	0.54501	0.75087
EAF2	4	0.10928	0.85635	0.34054	0.88449	0.39181	0.69394
RGL2	4	-0.16025	-0.72896	0.51347	0.94587	0.46603	0.73849
CTXN2	4	0.18556	1.4299	0.13092	0.69271	0.15275	0.58307
ABHD17B	4	0.19578	1.3581	0.11177	0.65773	0.17445	0.58307
EZH1	4	-0.049486	-0.53253	0.93074	0.99381	0.59436	0.77385
RCCD1	4	0.038613	0.22635	0.64384	0.96474	0.82093	0.91038
PVRL3	4	0.056704	0.61458	0.55977	0.95665	0.53883	0.74908
AKR7A3	4	-0.022484	-0.74439	0.94252	0.9945	0.45664	0.73413
HAPLN3	4	0.23664	1.1576	0.056533	0.48988	0.24701	0.6026
MIA3	4	-0.28081	-1.3235	0.25333	0.82724	0.18565	0.58382
MAN1B1	4	0.1392	1.6914	0.24249	0.82035	0.090751	0.58307
SSBP2	4	0.080898	1.1779	0.45167	0.92805	0.23885	0.60062
SHROOM2	4	0.23181	1.581	0.061555	0.51031	0.11387	0.58307
NTRK2	4	0.13396	1.3363	0.2583	0.832	0.18144	0.58382
HTT	4	-0.17672	-1.7282	0.46868	0.93231	0.083954	0.58307
RPS6KB2	4	0.13843	1.4979	0.24523	0.82116	0.13417	0.58307
GATSL3	4	-0.010876	-0.13115	0.88678	0.99062	0.89565	0.94849
EPS8	4	0.051135	0.29288	0.58482	0.96086	0.76961	0.88187
CENPH	4	-0.47368	-1.5977	0.077019	0.55977	0.1101	0.58307
SNCB	4	0.016914	0.31087	0.75268	0.98228	0.7559	0.87381
C1orf210	4	0.16893	1.2656	0.16602	0.7467	0.20567	0.58585
ZNF865	4	0.087782	1.0615	0.42323	0.91626	0.28848	0.6267
ABCB10	4	0.11863	1.0293	0.30798	0.86459	0.30336	0.63309
GTF2H1	4	-0.64445	-2.1271	0.024214	0.32209	0.033415	0.58307
EIF3C	4	-1.3637	-3.071	9.9443e-05	0.010363	0.0021335	0.36927
LYRM7	4	-0.032543	-0.20548	0.9916	0.9989	0.8372	0.91729
ENAM	4	0.030518	0.57781	0.68447	0.97098	0.56339	0.75753
CCDC54	4	0.16327	1.3588	0.1788	0.75901	0.17421	0.58307
HIST1H4J	4	-0.66678	-2.2336	0.020933	0.29901	0.025511	0.58307
ATP6AP2	4	-0.92763	-1.9602	0.0026352	0.083333	0.049971	0.58307
KRT12	4	-0.011855	-0.089498	0.89116	0.99062	0.92869	0.96536
PRR20E	4	-0.075603	-1.1363	0.81494	0.98464	0.25583	0.60714
C7orf55-LUC7L2	4	-0.072265	-0.33547	0.82896	0.98517	0.73727	0.86325
CEBPG	4	-0.17251	-1.233	0.47986	0.93509	0.21756	0.58958
PLIN2	4	0.16212	0.88681	0.18158	0.7629	0.37518	0.68349
MITD1	4	0.10382	1.0272	0.36153	0.88995	0.30435	0.6336
MMP3	4	0.27098	1.5473	0.030082	0.3599	0.12179	0.58307
ZG16	4	0.033543	0.56971	0.6694	0.9688	0.56888	0.7605
FRA10AC1	4	0.0098541	0.050749	0.78824	0.98347	0.95953	0.97969
TLK2	4	-0.98357	-2.6458	0.00179	0.064171	0.0081492	0.48289
DOCK7	4	-0.2552	-1.2773	0.29475	0.85694	0.20148	0.58558
IFI30	4	0.056636	0.57812	0.56001	0.95665	0.56319	0.75753
OTOGL	4	-0.013694	-0.12911	0.89961	0.99113	0.89727	0.94938
DCDC2C	4	0.10636	0.76361	0.35253	0.8874	0.4451	0.72702
WSCD1	4	0.13951	1.1443	0.24135	0.81966	0.25248	0.60524
C8orf89	4	-0.019586	-0.25745	0.9286	0.99381	0.79683	0.89775
GOSR2	4	-0.92351	-2.6064	0.0027844	0.087092	0.00915	0.5038
TMED8	4	0.11947	1.1657	0.30499	0.86192	0.24372	0.60165
CABYR	4	0.19007	1.2979	0.12261	0.68455	0.19431	0.58512
HDAC3	4	-0.57533	-1.6469	0.039578	0.41307	0.099574	0.58307
SLC24A4	4	0.1245	0.88989	0.28893	0.85433	0.37353	0.6828
ARL6IP5	4	0.094012	1.3336	0.39976	0.90753	0.18233	0.58382
GGPS1	4	-0.61033	-1.6215	0.030927	0.36438	0.10491	0.58307
ZNF345	4	-0.0018008	-0.027796	0.84606	0.98923	0.97782	0.98899
SLC17A6	4	0.039159	0.58423	0.64101	0.96439	0.55907	0.75608
CCNE1	4	-0.25615	-1.3213	0.29316	0.85694	0.18639	0.58382
PLAA	4	0.0027297	0.027437	0.82299	0.98511	0.97811	0.98913
CCL15	4	-0.11437	-0.92015	0.66562	0.9688	0.3575	0.67245
MVD	4	-0.38522	-1.2855	0.1337	0.69735	0.19861	0.58558
JAM3	4	0.051068	1.0256	0.58522	0.96086	0.30508	0.63453
CARKD	4	0.24418	1.5224	0.049771	0.46278	0.12791	0.58307
GSTCD	4	-0.071833	-0.83504	0.83115	0.98614	0.4037	0.70089
OIT3	4	-0.056279	-0.51883	0.89862	0.99106	0.60388	0.77983
ADAMTSL4	4	-0.2506	-1.6846	0.30365	0.86172	0.092068	0.58307
OR2A5	4	0.032759	0.24269	0.67338	0.96889	0.80824	0.90374
ENTPD7	4	0.15621	1.357	0.19541	0.77791	0.17477	0.58307
LOC100129924	4	-0.0046132	-0.064322	0.85834	0.98974	0.94871	0.97452
GAR1	4	-0.57609	-2.3266	0.039429	0.41307	0.019989	0.58307
CTNNA1	4	0.019811	0.21406	0.73792	0.98072	0.8305	0.91414
B4GALNT1	4	-0.11239	-0.75344	0.67293	0.9688	0.45118	0.73064
CPLX2	4	-0.028423	-0.15884	0.9727	0.9972	0.8738	0.93767
PPAPDC1B	4	0.14566	1.2189	0.2238	0.80881	0.22287	0.59233
DNAH17	4	-0.17866	-1.4394	0.46425	0.93231	0.15005	0.58307
CAMK2A	4	0.18274	1.5019	0.13644	0.70036	0.13312	0.58307
DAOA	4	-0.05304	-0.67168	0.91348	0.99261	0.50179	0.74686
MED1	4	-0.22204	-1.6373	0.36078	0.88995	0.10158	0.58307
FANCF	4	-0.28311	-1.818	0.2499	0.82443	0.069062	0.58307
GTF3C3	4	-0.64494	-1.9597	0.024165	0.32207	0.050029	0.58307
HIST1H2BO	4	-0.012778	-0.16762	0.89529	0.99062	0.86688	0.93373
FAM46B	4	-0.17303	-1.3275	0.47837	0.93444	0.18433	0.58382
MSMP	4	-0.048242	-0.47707	0.93695	0.99437	0.63331	0.79842
APOE	4	-0.080798	-1.1329	0.79321	0.98347	0.25726	0.60764
MCAT	4	-1.1287	-2.8607	0.00064638	0.034946	0.0042265	0.41326
RBM39	4	-0.89729	-2.2338	0.0036297	0.10519	0.025494	0.58307
C1orf234	4	-0.18167	-1.219	0.45639	0.92916	0.22286	0.59233
ST13	4	0.16834	1.2737	0.16716	0.74816	0.20276	0.58558
THADA	4	-0.045567	-0.60058	0.94918	0.99568	0.54812	0.75188
KPRP	4	0.089638	1.0738	0.41617	0.91452	0.28292	0.62269
AGTR1	4	-0.0044334	-0.029297	0.85755	0.98974	0.97663	0.98852
CFAP126	4	0.064437	0.86875	0.52397	0.94893	0.38499	0.68914
CCDC180	4	0.25098	1.1951	0.044501	0.43937	0.23203	0.5974
OR2F1	4	0.014375	0.17094	0.76576	0.9827	0.86427	0.93212
RPL14	4	-1.3284	-2.3478	0.00014916	0.014354	0.018883	0.58307
ANKRA2	4	-0.24666	-1.5609	0.31106	0.86669	0.11854	0.58307
ODC1	4	0.062599	0.97746	0.53157	0.94997	0.32834	0.65016
CALHM1	4	0.19559	1.4896	0.11202	0.65773	0.13634	0.58307
C19orf66	4	-0.23757	-0.97988	0.32856	0.87744	0.32715	0.64948
TEX19	4	0.045538	1.174	0.60998	0.96338	0.24039	0.60103
OR2T35	4	-0.068049	-1.3623	0.84775	0.98923	0.17311	0.58307
IRAK1	4	0.077212	0.82813	0.46813	0.93231	0.4076	0.70342
KRTAP5-1	4	0.39144	1.2049	0.00179	0.064171	0.22823	0.59599
NDUFA3	4	-0.019125	-0.096412	0.92621	0.99381	0.92319	0.96313
NIN	4	0.015962	0.29139	0.75681	0.98228	0.77076	0.88237
TP53I13	4	-0.20892	-1.9565	0.38857	0.90281	0.050409	0.58307
FAM20B	4	-0.30964	-1.9603	0.21281	0.79836	0.049966	0.58307
CDS1	4	0.21553	1.5566	0.080449	0.56812	0.11956	0.58307
PGAP2	4	0.030968	0.6162	0.68278	0.97092	0.53776	0.74881
EYA1	4	0.053799	0.90485	0.57215	0.95836	0.36554	0.67694
PLEKHA3	4	-0.14451	-1.2915	0.56205	0.95665	0.19651	0.58558
ZNF705E	4	0.009838	0.09327	0.78824	0.98347	0.92569	0.96404
ANKRD23	4	-0.047272	-0.54967	0.94143	0.9945	0.58255	0.76674
KLF17	4	0.050117	0.8474	0.5897	0.96141	0.39677	0.69677
EIF4A1	4	-1.1917	-2.4366	0.00049722	0.032362	0.014824	0.57261
AHCY	4	-0.26106	-0.87329	0.28466	0.85084	0.38251	0.68758
FAM175B	4	0.12777	1.5984	0.2776	0.84737	0.10995	0.58307
TMCO5A	4	-0.20234	-1.1501	0.40284	0.9078	0.25011	0.60412
MKNK2	4	-0.067221	-0.301	0.85084	0.98936	0.76341	0.87801
DPM3	4	-0.22546	-1.1789	0.35372	0.88748	0.23844	0.60029
SULT1B1	4	0.19584	1.5296	0.11172	0.65773	0.12612	0.58307
ERICH6B	4	0.13591	1.4593	0.25268	0.82648	0.14448	0.58307
FAM187B	4	0.048562	0.2387	0.59661	0.96217	0.81134	0.90573
PEX16	4	0.25691	1.2747	0.039678	0.41307	0.20242	0.58558
FAM110D	4	0.13059	1.5769	0.26939	0.84157	0.11481	0.58307
FASTKD5	4	-0.021289	-0.33529	0.93735	0.99437	0.73741	0.86331
GINM1	4	0.047969	0.78291	0.59949	0.96295	0.43368	0.72001
HOXA2	4	0.07225	0.95401	0.48822	0.93693	0.34008	0.65983
ASIP	4	-0.16788	-1.0394	0.49324	0.93844	0.29864	0.63063
MAEA	4	-0.29809	-1.7499	0.22758	0.81004	0.080139	0.58307
FAM217A	4	0.23153	1.0063	0.062003	0.51233	0.31429	0.64113
HSPE1	4	-2.0282	-3.0904	0	0	0.0019991	0.36927
CDH20	4	0.1242	1.1638	0.28998	0.85492	0.24451	0.60165
LIN37	4	0.27105	1.5104	0.030082	0.3599	0.13093	0.58307
TMEM2	4	-0.11031	-0.74757	0.68034	0.97073	0.45472	0.7328
RPL4	4	-1.1486	-2.3011	0.00059666	0.033803	0.021387	0.58307
SLC24A5	4	-0.16887	-1.2127	0.4906	0.93824	0.22523	0.59408
ACBD6	4	0.045199	1.7269	0.61158	0.96342	0.084187	0.58307
TM7SF2	4	0.051772	0.26159	0.58144	0.96081	0.79364	0.89576
LRP1	4	-0.20811	-1.5669	0.39046	0.90409	0.11714	0.58307
OBFC1	4	-0.19718	-1.1697	0.41677	0.91452	0.24213	0.60126
DSG2	4	0.03729	0.41273	0.65021	0.966	0.67981	0.82855
MTPAP	4	-1.1399	-2.0652	0.00059666	0.033803	0.038905	0.58307
MICU3	4	0.18712	1.4342	0.12833	0.69231	0.1515	0.58307
DTX4	4	0.020488	0.49295	0.73454	0.98072	0.62205	0.79126
CEP170B	4	0.098296	1.4631	0.38291	0.90068	0.14344	0.58307
ARID3A	4	0.13937	0.91199	0.24195	0.82019	0.36177	0.675
OR10H3	4	0.045411	0.58844	0.61043	0.96338	0.55624	0.75495
TENM1	4	0.22243	1.4382	0.071798	0.54358	0.15039	0.58307
PLSCR5	4	0.12167	1.1796	0.29828	0.85825	0.23817	0.60012
KPNA2	4	-0.39561	-1.5021	0.12604	0.68848	0.13308	0.58307
IP6K1	4	0.20193	0.87526	0.10148	0.63503	0.38143	0.68691
LUZP2	4	0.19579	1.1034	0.11177	0.65773	0.26985	0.61493
ARRDC2	4	-0.016854	-0.12791	0.91458	0.99261	0.89822	0.94974
ACTBL2	4	0.23876	1.5488	0.054793	0.48333	0.12143	0.58307
ZNF23	4	0.13281	0.81326	0.26144	0.83368	0.41607	0.70825
CNOT7	4	-0.12611	-0.93745	0.62281	0.96355	0.34852	0.66631
FRMD6	4	0.44634	1.3778	0.00044749	0.031579	0.16826	0.58307
NTS	4	0.088859	1.1011	0.419	0.91462	0.27083	0.61579
GNAI1	4	-0.11191	-0.96875	0.67462	0.96889	0.33267	0.653
BSPRY	4	0.01188	0.16059	0.7774	0.98347	0.87242	0.93669
LHPP	4	0.15143	1.2743	0.20808	0.79477	0.20257	0.58558
PMVK	4	-0.48302	-1.9894	0.072593	0.54478	0.046654	0.58307
FTCD	4	0.06787	1.1158	0.50756	0.94361	0.2645	0.61113
RLN3	4	-0.0061693	-0.078562	0.86511	0.99062	0.93738	0.9696
HDAC1	4	0.011227	0.13594	0.78093	0.98347	0.89187	0.94646
ZNF764	4	-0.23377	-1.732	0.33661	0.88252	0.083269	0.58307
ADCK3	4	0.048027	0.26982	0.59919	0.96295	0.7873	0.89232
TNFRSF17	4	0.17345	1.6221	0.15583	0.73259	0.10478	0.58307
HOXB6	4	-0.20348	-0.84661	0.40001	0.90753	0.39721	0.6969
ART1	4	0.089424	0.80097	0.41706	0.91452	0.42315	0.71199
RPS3	4	-0.94189	-1.8681	0.0024861	0.080257	0.061742	0.58307
TMEM170A	4	-0.048992	-1.0639	0.93322	0.99381	0.28737	0.62571
LYRM9	4	0.051126	0.53095	0.58482	0.96086	0.59545	0.77453
GLIPR1L2	4	-0.16953	-1.5448	0.48841	0.93713	0.1224	0.58307
IL6R	4	0.0018467	0.040637	0.82737	0.98514	0.96759	0.98403
C12orf57	4	-0.036082	-0.40153	0.99204	0.9989	0.68803	0.83304
EXOSC7	4	-0.4147	-1.2886	0.11202	0.65773	0.19753	0.58558
DMRT2	4	0.25834	1.2942	0.038584	0.4095	0.19559	0.58558
TMEM170B	4	-0.11018	-1.0001	0.68109	0.97073	0.31726	0.64343
ZNF598	4	-0.0083428	-0.1072	0.87505	0.99062	0.91463	0.95805
POLR2G	4	-1	-1.7268	0.0014419	0.055449	0.084206	0.58307
PTGES3L-AARSD1	4	-0.18296	-1.3384	0.45276	0.92805	0.18077	0.58382
FOXRED1	4	-0.40736	-1.6523	0.11719	0.67103	0.098478	0.58307
ABTB2	4	0.16708	1.3843	0.1698	0.74869	0.16627	0.58307
ALPP	4	0.24889	1.5913	0.046191	0.44514	0.11155	0.58307
PLA2G2C	4	-0.041677	-0.75484	0.96599	0.99611	0.45035	0.73002
KIF4A	4	-1.2998	-3.1691	0.00024861	0.021008	0.001529	0.36927
CTR9	4	-0.95912	-2.5395	0.0022375	0.074627	0.0111	0.52717
ITGB8	4	0.15482	0.71058	0.19889	0.78378	0.47734	0.74385
CDC37	4	-0.76511	-2.0072	0.010392	0.2047	0.044728	0.58307
NMUR1	4	0.11927	1.3089	0.30564	0.86201	0.19055	0.58485
RAB8A	4	-0.048572	-0.81419	0.93551	0.9943	0.41553	0.70802
ANKZF1	4	-0.10169	-1.1689	0.71181	0.97707	0.24246	0.60126
CCDC113	4	0.016378	0.32878	0.75467	0.98228	0.74232	0.86583
CASP6	4	0.1716	1.4182	0.16015	0.74014	0.15613	0.58307
C1orf112	4	0.094459	1.4573	0.39723	0.90599	0.14502	0.58307
TDRP	4	0.072725	0.84252	0.48598	0.93603	0.3995	0.69842
RIC8B	4	-0.25742	-1.3261	0.29087	0.85539	0.18482	0.58382
ZNF534	4	0.1301	1.3481	0.27108	0.84356	0.17761	0.58307
HACL1	4	-0.097005	-0.55623	0.73125	0.98072	0.57805	0.76475
SPANXB1	4	-0.049606	-0.22304	0.93034	0.99381	0.8235	0.91112
ESRP2	4	0.011997	0.20693	0.77705	0.98347	0.83607	0.91695
AEN	4	0.088809	0.96835	0.41925	0.91462	0.33287	0.65312
C9orf139	4	-0.071746	-1.0673	0.83159	0.98638	0.28584	0.62516
ANKEF1	4	0.22843	1.256	0.065235	0.52247	0.20911	0.58595
HECW1	4	0.031797	0.27652	0.6784	0.97007	0.78215	0.88953
E2F1	4	0.052055	0.49855	0.5804	0.96003	0.6181	0.78878
PPOX	4	-0.097762	-1.3249	0.72782	0.98018	0.18522	0.58382
SLC25A42	4	-0.40206	-1.6895	0.12048	0.67852	0.091114	0.58307
GRAMD2	4	0.13638	1.444	0.25075	0.82526	0.14873	0.58307
PPARA	4	0.073236	1.1084	0.48364	0.93509	0.26769	0.61373
TEX14	4	0.19412	1.0632	0.11461	0.66446	0.28768	0.62603
CACNG5	4	0.13192	0.94349	0.26472	0.83671	0.34543	0.66405
TRAF3	4	0.074999	1.3584	0.47638	0.93357	0.17434	0.58307
POMZP3	4	-0.48508	-1.7461	0.071649	0.54358	0.080796	0.58307
STAT1	4	0.12042	0.82461	0.30226	0.86154	0.40959	0.70456
PPP4R2	4	0.28175	1.153	0.024314	0.32277	0.24891	0.60343
U2AF2	4	-0.50634	-1.305	0.062599	0.5143	0.19189	0.58512
CTU1	4	-0.29164	-1.0529	0.23767	0.81779	0.29239	0.62791
EOMES	4	0.19668	1.2505	0.11033	0.65642	0.21113	0.58595
DIDO1	4	-0.17661	-1.0336	0.46892	0.93231	0.30134	0.63195
CLEC18A	4	0.12208	0.663	0.29639	0.85733	0.50733	0.74702
PPP1R1C	4	-0.0052854	-0.11205	0.86083	0.99006	0.91079	0.95606
GSTA4	4	-0.162	-1.5524	0.50945	0.94442	0.12057	0.58307
STRN3	4	-0.15077	-1.2984	0.54326	0.95324	0.19414	0.58512
TMEM218	4	0.095289	0.81848	0.39384	0.90536	0.41308	0.70664
OR1S2	4	0.046201	0.46414	0.60735	0.96315	0.64255	0.80402
MCM2	4	-0.53104	-1.9857	0.053451	0.48084	0.047063	0.58307
PSMD10	4	0.24455	1.3008	0.049523	0.46197	0.19332	0.58512
ACHE	4	-0.25943	-1.6042	0.28794	0.85327	0.10866	0.58307
USP50	4	-0.1424	-1.3957	0.56862	0.95747	0.1628	0.58307
CCDC185	4	0.17369	1.5084	0.15533	0.73144	0.13146	0.58307
NHSL2	4	-0.018026	-0.47063	0.92025	0.99334	0.63791	0.80072
MAGED4B	4	0.13829	1.0567	0.24557	0.82116	0.29063	0.6278
ZNF77	4	-0.02699	-0.40151	0.96465	0.99611	0.68804	0.83304
SLC9C1	4	0.094903	0.69762	0.39578	0.90543	0.48541	0.74669
MFSD2A	4	-0.14583	-1.1269	0.55812	0.95665	0.25977	0.60885
ARHGAP32	4	-0.05882	-0.9069	0.88773	0.99062	0.36446	0.67639
BAX	4	-0.0064651	-0.060034	0.8667	0.99062	0.95213	0.97614
NCMAP	4	0.088854	0.82918	0.41905	0.91462	0.407	0.70305
SLC25A13	4	-0.085735	-0.96963	0.77461	0.98334	0.33223	0.653
STAG3	4	-0.20403	-0.8021	0.39887	0.90736	0.4225	0.71154
CFAP53	4	0.12795	0.94426	0.277	0.84653	0.34504	0.66389
CALCB	4	-0.20234	-1.2039	0.40284	0.9078	0.22863	0.59599
TNPO3	4	-0.4303	-1.4865	0.10103	0.63381	0.13714	0.58307
PYDC2	4	-0.0047242	-0.053253	0.85869	0.98974	0.95753	0.9787
GPR89A	4	-0.2288	-1.4806	0.34701	0.8851	0.13872	0.58307
MIR1-1HG	4	0.03447	1.4536	0.66483	0.9688	0.14606	0.58307
TOP1	4	-0.53691	-1.8438	0.051064	0.47045	0.065216	0.58307
PITPNC1	4	0.0087555	0.0605	0.79331	0.98347	0.95176	0.97597
MTRNR2L4	4	0.11272	1.3034	0.32811	0.87718	0.19245	0.58512
EGFR	4	0.17192	1.109	0.15951	0.73917	0.26743	0.61337
RNF166	4	0.056254	0.94498	0.56185	0.95665	0.34467	0.66348
CYP26A1	4	0.077717	1.5789	0.46594	0.93231	0.11436	0.58307
DTHD1	4	0.20657	1.3063	0.093626	0.61355	0.19146	0.58512
GNG4	4	0.073598	1.1081	0.48235	0.93509	0.26781	0.61379
CDC25B	4	-0.016859	-0.28138	0.91458	0.99261	0.77842	0.88726
SMG9	4	0.19945	1.4635	0.10541	0.64342	0.14332	0.58307
CD177	4	-0.078677	-0.81068	0.8027	0.98347	0.41755	0.70938
SNTA1	4	-0.095271	-1.4448	0.73772	0.98072	0.1485	0.58307
QRFP	4	-0.18264	-1.6744	0.45371	0.92885	0.094052	0.58307
GATC	4	-0.59983	-1.71	0.033264	0.37669	0.087274	0.58307
UBL5	4	-1.2122	-3.1398	0.00044749	0.031579	0.0016909	0.36927
PDZD4	4	0.16684	1.3792	0.1703	0.7488	0.16782	0.58307
IL1RN	4	0.080099	0.96831	0.45495	0.92891	0.33289	0.65312
CNGA4	4	0.02341	0.16621	0.71917	0.97784	0.86799	0.93438
NXPH1	4	0.0307	0.65808	0.68402	0.97092	0.51049	0.74744
LUZP6	4	-0.060854	-0.72106	0.87893	0.99062	0.47087	0.74044
LTB	4	-0.071992	-0.5312	0.8304	0.98549	0.59528	0.7744
ZNF14	4	-0.12096	-0.61408	0.64096	0.96439	0.53916	0.74934
SYNDIG1	4	0.21603	1.4436	0.079952	0.56797	0.14885	0.58307
ADD1	4	0.15537	1.1566	0.19774	0.78212	0.24743	0.60274
TMED9	4	0.079867	0.83384	0.45595	0.92891	0.40437	0.70158
COG7	4	-0.15789	-1.4412	0.52188	0.94893	0.14952	0.58307
CAPZB	4	-1.1443	-3.1032	0.00059666	0.033803	0.0019144	0.36927
TM4SF19	4	0.13523	1.6541	0.25423	0.8284	0.098102	0.58307
FLNB	4	-0.037511	-1.3439	0.98493	0.99834	0.17898	0.58307
CSRP2	4	-0.038073	-0.37892	0.98225	0.99818	0.70474	0.84348
SOX18	4	0.068977	0.59333	0.50298	0.94287	0.55296	0.7528
