Gene	sgRNA	Cont|beta	Cont|z	Cont|p-value	Cont|fdr	Cont|wald-p-value	Cont|wald-fdr
CRELD2	4	-0.14112	-1.8143	0.3653	0.81317	0.069625	0.52186
CREM	4	0.063981	1.2204	0.3298	0.79333	0.2223	0.54176
CRH	4	0.14998	1.3769	0.039081	0.4882	0.16855	0.52186
CRHBP	4	-0.020206	-0.43166	0.94332	0.99179	0.66599	0.80551
CRHR1	4	-0.089852	-1.1881	0.59542	0.90618	0.23479	0.54767
CRHR2	4	-0.012543	-0.3276	0.88673	0.97908	0.74321	0.85434
CRIM1	4	0.037415	1.0183	0.50656	0.87548	0.30853	0.59485
CRIP1	4	-0.086007	-1.8734	0.61635	0.91184	0.061016	0.52186
CRIP2	4	-0.0892	-1.7158	0.5986	0.90753	0.08619	0.52186
CRIP3	4	-0.01275	-0.32028	0.88838	0.97939	0.74875	0.85799
CRIPAK	4	-0.069998	-1.0484	0.71266	0.93763	0.29444	0.58394
CRIPT	4	0.17061	1.5704	0.01959	0.38529	0.11632	0.52186
CRISP1	4	0.034486	0.49334	0.52864	0.88254	0.62177	0.77556
CRISP2	4	-0.019651	-0.19306	0.93869	0.99129	0.84691	0.91743
CRISP3	4	-0.0053977	-0.072008	0.83035	0.9666	0.9426	0.97113
CRISPLD1	4	0.021939	0.44306	0.62202	0.91314	0.65773	0.79948
CRISPLD2	4	0.017185	0.19347	0.65642	0.92291	0.84659	0.91728
CRK	4	-0.35907	-1.7142	0.041667	0.49586	0.086496	0.52186
CRKL	4	-0.74861	-1.8054	0.00054694	0.057292	0.071009	0.52186
CRLF1	4	-0.27029	-1.8752	0.098399	0.61327	0.060772	0.52186
CRLF2	4	0.15399	1.7186	0.034805	0.4731	0.085683	0.52186
CRLF3	4	-0.18411	-1.7569	0.23901	0.734	0.078934	0.52186
CRLS1	4	-0.051402	-0.50396	0.83363	0.96789	0.61429	0.77087
CRMP1	4	0.1265	1.3956	0.080947	0.59605	0.16284	0.52186
CRNKL1	4	-0.050345	-0.79935	0.8401	0.96931	0.42409	0.6853
CRNN	4	0.097646	1.0143	0.16761	0.68059	0.31042	0.59641
CROCC	4	-0.0066175	-0.093459	0.8392	0.969	0.92554	0.96194
CROT	4	0.067252	0.60382	0.3123	0.78448	0.54596	0.72526
CRP	4	-0.25036	-1.6847	0.12057	0.63299	0.092045	0.52186
CRTAC1	4	-0.062637	-0.78314	0.7586	0.94913	0.43355	0.69246
CRTAM	4	0.0060344	0.15159	0.74165	0.94501	0.87951	0.93682
CRTAP	4	-0.052145	-0.57671	0.82801	0.96602	0.56414	0.73881
CRTC1	4	-0.27616	-1.3955	0.092979	0.60411	0.16286	0.52186
CRTC2	4	-0.067509	-0.92374	0.72817	0.94107	0.35562	0.633
CRTC3	4	0.062193	1.4175	0.34129	0.8025	0.15634	0.52186
CRX	4	0.020404	0.44734	0.63286	0.91506	0.65463	0.7974
CRY1	4	0.08155	1.6082	0.23528	0.73108	0.10779	0.52186
CRY2	4	-0.033419	-0.60015	0.96241	0.99563	0.5484	0.72749
CRYAA	4	0.1099	1.613	0.12485	0.63669	0.10674	0.52186
CRYAB	4	-0.18982	-1.6609	0.22539	0.72354	0.096739	0.52186
CRYBA1	4	-0.19002	-1.296	0.22509	0.72348	0.19496	0.52694
CRYBA2	4	0.0081029	0.23232	0.72489	0.94004	0.81629	0.89894
CRYBA4	4	-0.027078	-0.46513	0.99483	0.99945	0.64184	0.78932
CRYBB1	4	-0.12513	-0.92447	0.42691	0.845	0.35524	0.63273
CRYBB2	4	0.12506	1.4579	0.084377	0.59726	0.14487	0.52186
CRYBB3	4	0.06438	0.77229	0.32742	0.79219	0.43994	0.69706
CRYBG3	4	0.15337	1.5293	0.035352	0.4731	0.12619	0.52186
CRYGA	4	0.0019871	0.024859	0.77223	0.95233	0.98017	0.99062
CRYGB	4	0.043051	1.2551	0.46778	0.86267	0.20944	0.53447
CRYGC	4	-0.11213	-0.87395	0.48553	0.8683	0.38215	0.65289
CRYGD	4	0.095641	1.2153	0.17462	0.68487	0.22425	0.54349
CRYGN	4	-0.11756	-1.0534	0.45933	0.8582	0.29214	0.58202
CRYGS	4	0.14938	1.326	0.039777	0.4899	0.18484	0.52516
CRYL1	4	0.041457	0.89152	0.47847	0.86668	0.37265	0.64626
CRYM	4	-0.14315	-1.1683	0.35785	0.80997	0.24269	0.55121
CRYZ	4	0.10301	1.3142	0.14698	0.66076	0.18877	0.52591
CRYZL1	4	-0.11129	-1.1189	0.48886	0.8697	0.26317	0.56128
CS	4	-0.18155	-0.94394	0.24453	0.73513	0.3452	0.62378
CSAD	4	0.00017154	0.0033318	0.78734	0.95501	0.99734	0.99843
CSAG1	4	0.069696	1.4434	0.29818	0.77501	0.1489	0.52186
CSAG3	4	-0.14245	-0.74278	0.35988	0.80998	0.45762	0.71015
CSDC2	4	0.095144	1.6781	0.17701	0.68678	0.093331	0.52186
CSDE1	4	-0.013993	-0.1813	0.89867	0.9818	0.85613	0.92275
CSE1L	4	-0.22819	-1.2692	0.15105	0.66456	0.20438	0.53134
CSF1	4	-0.090455	-0.60221	0.59189	0.90518	0.54703	0.72634
CSF1R	4	-0.026422	-0.63842	0.99025	0.999	0.5232	0.71937
CSF2	4	-0.095969	-1.7931	0.5633	0.89468	0.072954	0.52186
CSF2RA	4	0.1069	1.5849	0.13375	0.64953	0.11298	0.52186
CSF2RB	4	0.071571	1.3859	0.28829	0.76572	0.16578	0.52186
CSF3	4	-0.037876	-0.58797	0.92999	0.98958	0.55655	0.73323
CSF3R	4	-0.12754	-1.1579	0.41672	0.84037	0.24689	0.55338
CSGALNACT1	4	0.13312	1.5079	0.066826	0.56313	0.13158	0.52186
CSGALNACT2	4	-0.059699	-0.41626	0.7772	0.9534	0.67722	0.81394
CSH1	4	-0.087877	-1.9096	0.60596	0.90968	0.056182	0.52186
CSH2	4	0.01975	0.65784	0.63683	0.91656	0.51064	0.71937
CSHL1	4	-0.073196	-1.0411	0.69163	0.93112	0.29783	0.58645
CSK	4	0.3599	1.45	0	0	0.14707	0.52186
CSMD1	4	-0.013863	-0.18908	0.89777	0.98152	0.85003	0.91927
CSMD2	4	0.07769	1.0867	0.25472	0.74294	0.27715	0.57071
CSMD3	4	-0.035713	-0.84275	0.94546	0.99212	0.39937	0.66609
CSN1S1	4	0.054737	0.98505	0.38942	0.82616	0.3246	0.6083
CSN2	4	-0.01152	-0.15343	0.87853	0.97797	0.87806	0.93639
CSN3	4	0.092642	1.3774	0.18775	0.69443	0.16839	0.52186
CSNK1A1	4	-0.3035	-1.0538	0.071549	0.57217	0.29198	0.582
CSNK1A1L	4	-0.021261	-0.32343	0.95172	0.9931	0.74637	0.85655
CSNK1D	4	-0.10839	-0.99391	0.50283	0.87349	0.32027	0.60482
CSNK1E	4	-0.12843	-0.84837	0.41334	0.83733	0.39623	0.66332
CSNK1G1	4	0.12677	1.5084	0.080251	0.59338	0.13145	0.52186
CSNK1G2	4	0.063344	1.0049	0.33398	0.79663	0.31494	0.60022
CSNK1G3	4	0.10863	1.6042	0.12868	0.64346	0.10867	0.52186
CSNK2A1	4	-0.027614	-0.30493	0.99896	0.99995	0.76042	0.86483
CSNK2A2	4	-0.086889	-0.87868	0.61158	0.91107	0.37957	0.65096
CSNK2A3	4	0.1669	1.4781	0.022076	0.39964	0.13939	0.52186
CSNK2B	4	0.013224	0.18319	0.68601	0.93028	0.85465	0.92214
CSPG4	4	0.016785	0.10313	0.65936	0.92342	0.91786	0.95697
CSPG5	4	0.025789	0.8062	0.59288	0.90527	0.42013	0.68206
CSPP1	4	0.035589	0.56059	0.52014	0.8802	0.57508	0.74514
CSRNP1	4	0.0084202	0.11415	0.72275	0.93969	0.90912	0.95275
CSRNP2	4	-0.065583	-0.48871	0.73986	0.94446	0.62505	0.77791
CSRNP3	4	-0.057855	-0.81625	0.78913	0.95574	0.41436	0.67808
CSRP1	4	-0.052103	-1.1013	0.82821	0.96602	0.27079	0.56571
CSRP2	4	-0.028785	-0.84752	0.99299	0.9993	0.3967	0.66349
CSRP2BP	4	-0.0027971	-0.081124	0.80927	0.96052	0.93534	0.9669
CSRP3	4	0.10044	1.6468	0.15588	0.66695	0.09959	0.52186
CST1	4	0.056767	1.1577	0.37485	0.81816	0.24699	0.55338
CST11	4	-0.11516	-1.5812	0.47186	0.86397	0.11384	0.52186
CST2	4	0.0088595	0.22572	0.71942	0.93853	0.82142	0.90166
CST3	4	-0.073723	-0.99699	0.6883	0.93073	0.31877	0.60397
CST4	4	-0.018926	-0.47415	0.93312	0.99053	0.63539	0.78497
CST5	4	0.06038	0.79636	0.35312	0.80766	0.42582	0.68655
CST6	4	0.039856	0.8283	0.48991	0.86983	0.4075	0.67304
CST7	4	-0.062165	-1.2654	0.76104	0.94974	0.20572	0.53159
CST8	4	0.069296	1.3883	0.30042	0.77684	0.16505	0.52186
CST9	4	0.045688	0.67262	0.44938	0.85564	0.50119	0.71937
CST9L	4	0.12431	1.6706	0.086317	0.60152	0.094798	0.52186
CSTA	4	0.058394	0.54415	0.36476	0.81269	0.58633	0.75322
CSTB	4	-0.025914	-0.38231	0.98618	0.99809	0.70223	0.82903
CSTF1	4	-0.00526	-0.081363	0.8295	0.9664	0.93515	0.9669
CSTF2	4	0.045843	0.87981	0.44844	0.85498	0.37896	0.65054
CSTF2T	4	-0.049837	-0.95838	0.84358	0.97026	0.33787	0.61837
CSTF3	4	-0.16733	-1.4849	0.28142	0.7625	0.13758	0.52186
CSTL1	4	0.076221	0.89132	0.26213	0.75089	0.37276	0.64626
CT45A1	2	0.17702	1.125	0.086714	0.60179	0.26058	0.56016
CT45A10	4	0.078713	1.3104	0.24945	0.73978	0.19006	0.52591
CT45A2	2	0.16232	1.1137	0.11898	0.63275	0.2654	0.56289
CT45A3	4	-0.065427	-0.66063	0.74095	0.94484	0.50885	0.71937
CT45A5	4	-0.17615	-1.6444	0.25905	0.74742	0.10008	0.52186
CT45A6	4	0.12031	0.98282	0.095465	0.60759	0.3257	0.60914
CT45A7	4	-0.050248	-0.3205	0.84084	0.96934	0.74859	0.85797
CT45A9	4	-0.046101	-0.57516	0.86938	0.97594	0.56518	0.73933
CT47A1	4	0.019656	0.50248	0.63758	0.91657	0.61533	0.77144
CT47A10	4	0.033699	0.70692	0.53381	0.8844	0.47961	0.71937
CT47A11	4	0.047059	0.93158	0.44043	0.85095	0.35155	0.62955
CT47A12	4	-0.018734	-0.40526	0.93128	0.99027	0.68529	0.81922
CT47A2	4	0.060759	1.2805	0.35059	0.80528	0.20039	0.52889
CT47A3	4	0.011289	0.15629	0.70102	0.93408	0.8758	0.93487
CT47A4	4	0.090663	1.6774	0.19431	0.69843	0.093464	0.52186
CT47A5	4	-0.39139	-0.96521	0.030131	0.45152	0.33444	0.61528
CT47A6	4	-0.41854	-1.028	0.022524	0.40284	0.30393	0.59145
CT47A7	4	-0.099696	-1.4909	0.54271	0.88668	0.13598	0.52186
CT47A8	4	-0.14129	-0.49412	0.36461	0.81252	0.62122	0.77512
CT47A9	4	0.11672	1.2873	0.10422	0.6192	0.19797	0.52877
CT47B1	4	0.13359	1.6905	0.065831	0.55912	0.090924	0.52186
CT55	4	0.13873	1.6558	0.055738	0.53662	0.097764	0.52186
CT62	4	0.035987	0.46572	0.51696	0.87919	0.64141	0.7889
CT83	4	0.11359	1.7544	0.11287	0.62899	0.079355	0.52186
CTAG1A	4	0.01669	0.61479	0.65995	0.92342	0.53869	0.7221
CTAG1B	4	0.076505	0.87498	0.26084	0.7495	0.38158	0.65272
CTAG2	4	0.088289	1.4952	0.2046	0.70632	0.13487	0.52186
CTAGE1	4	0.056487	1.2491	0.37704	0.81936	0.21164	0.53536
CTAGE15	4	-0.16055	-0.75839	0.30196	0.77805	0.44822	0.70344
CTAGE4	4	0.093225	1.39	0.18576	0.69302	0.16453	0.52186
CTAGE5	4	0.12038	1.5078	0.095267	0.60754	0.13159	0.52186
CTAGE6	4	-0.016271	-0.29234	0.91403	0.98538	0.77003	0.87097
CTAGE8	4	0.0068151	0.12753	0.73493	0.94284	0.89852	0.94707
CTAGE9	4	-0.37367	-1.2724	0.035949	0.4731	0.20324	0.53033
CTBP1	4	0.069886	1.01	0.29719	0.77405	0.31251	0.598
CTBP2	4	-0.049312	-0.96709	0.84735	0.97116	0.3335	0.61468
CTBS	4	-0.032354	-0.43921	0.96992	0.99724	0.66051	0.80165
CTC1	4	-0.094977	-0.89802	0.56752	0.8967	0.36917	0.64373
CTCF	4	-0.032458	-0.36778	0.96927	0.99714	0.71304	0.83473
CTCFL	4	-0.07409	-0.73576	0.68616	0.93036	0.46187	0.71307
CTDNEP1	4	-0.19862	-1.3202	0.20485	0.70645	0.18678	0.52551
CTDP1	4	-0.10276	-0.72467	0.52859	0.88254	0.46865	0.71785
CTDSP1	4	0.0202	0.51075	0.63415	0.91546	0.60953	0.76843
CTDSP2	4	-0.045488	-0.72386	0.87341	0.97706	0.46915	0.7183
CTDSPL	4	-0.25913	-1.5885	0.11162	0.62899	0.11218	0.52186
CTDSPL2	4	-0.27578	-1.7485	0.093278	0.60411	0.080373	0.52186
CTF1	4	-0.082128	-0.50985	0.63798	0.91657	0.61016	0.76865
CTGF	4	-0.13512	-1.529	0.38698	0.82482	0.12626	0.52186
CTH	4	0.039252	0.67448	0.49393	0.87103	0.5	0.71937
CTHRC1	4	0.045582	0.46609	0.45013	0.85567	0.64115	0.78872
CTIF	4	0.017182	0.54291	0.65642	0.92291	0.5872	0.75365
CTLA4	4	0.035884	0.51565	0.51755	0.87919	0.6061	0.76608
CTNNA1	4	0.089808	1.3506	0.19769	0.70083	0.17683	0.52215
CTNNA2	4	-0.14126	-1.3052	0.36481	0.81269	0.19181	0.52591
CTNNA3	4	0.0099132	0.23542	0.71132	0.93744	0.81388	0.89727
CTNNAL1	4	0.12689	1.4155	0.080101	0.59338	0.15691	0.52186
CTNNB1	4	-0.10009	-1.2533	0.54097	0.88667	0.21009	0.53458
CTNNBIP1	4	-0.048572	-0.68159	0.85218	0.97254	0.4955	0.71937
CTNNBL1	4	-0.14761	-1.1704	0.34223	0.80282	0.24182	0.55029
CTNND1	4	0.090449	1.5961	0.19506	0.69891	0.11046	0.52186
CTNND2	4	0.017661	0.255	0.65284	0.92172	0.79872	0.88761
CTNS	4	0.077211	1.8026	0.25711	0.74585	0.071455	0.52186
CTPS1	4	-0.23304	-1.1057	0.1437	0.659	0.26885	0.56414
CTPS2	4	0.083804	1.0055	0.22414	0.72327	0.31467	0.60004
CTR9	4	-0.13892	-1.837	0.37316	0.81727	0.066212	0.52186
CTRB1	4	-0.052249	-0.81644	0.82717	0.96581	0.41425	0.67799
CTRB2	4	-0.12344	-1.7382	0.43337	0.84864	0.082172	0.52186
CTRC	4	0.03426	0.30289	0.53028	0.88348	0.76197	0.86591
CTRL	4	-0.040366	-0.44791	0.91055	0.98494	0.65422	0.7973
CTSA	4	-0.0079837	-0.17696	0.85054	0.97221	0.85954	0.92484
CTSB	4	-0.0031448	-0.053881	0.81225	0.9619	0.95703	0.97819
CTSC	4	-0.025413	-0.10895	0.98319	0.99809	0.91324	0.95472
CTSD	4	0.14357	1.6988	0.047882	0.51908	0.089356	0.52186
CTSE	4	-0.24752	-1.7788	0.1242	0.63669	0.075275	0.52186
CTSF	4	-0.16375	-1.2882	0.29167	0.76992	0.19769	0.52868
CTSG	4	-0.064425	-0.5316	0.74687	0.94579	0.595	0.75897
CTSH	4	-0.051065	-0.77635	0.83542	0.96814	0.43754	0.69548
CTSK	4	-0.092583	-1.2654	0.5799	0.90072	0.20574	0.53159
CTSL	4	0.028229	0.95665	0.57578	0.89901	0.33875	0.61905
CTSO	4	0.060747	0.96779	0.35059	0.80528	0.33315	0.61457
CTSS	4	0.13213	1.3868	0.068417	0.56506	0.1655	0.52186
CTSV	4	0.14586	1.2354	0.044302	0.50449	0.21668	0.53734
CTSW	4	-0.033628	-0.50921	0.96122	0.99563	0.6106	0.76884
CTSZ	4	-0.035815	-0.436	0.94486	0.99212	0.66284	0.80341
CTTN	4	-0.017711	-0.31523	0.92432	0.98778	0.75259	0.86061
CTTNBP2	4	-0.028656	-0.38819	0.99374	0.99945	0.69787	0.82664
CTTNBP2NL	4	0.022845	1.3294	0.61466	0.91146	0.18371	0.52444
CTU1	4	-0.21354	-1.6278	0.17616	0.68602	0.10357	0.52186
CTU2	4	-0.4935	-1.664	0.010292	0.30263	0.096115	0.52186
CTXN1	4	-0.26567	-1.3691	0.10372	0.61885	0.17096	0.52186
CTXN2	4	0.18166	1.6352	0.013077	0.34067	0.102	0.52186
CTXN3	4	0.08076	1.0001	0.23901	0.734	0.31724	0.60248
CUBN	4	0.039346	1.0413	0.49329	0.87097	0.29771	0.58645
CUEDC1	4	-0.022633	-0.31923	0.96231	0.99563	0.74955	0.85853
CUEDC2	4	-0.049889	-0.65802	0.84338	0.97026	0.51052	0.71937
CUL1	4	-0.058107	-0.5825	0.78729	0.95501	0.56023	0.7359
CUL2	4	0.014544	0.19231	0.67582	0.92716	0.8475	0.91772
CUL3	4	-0.25654	-1.4451	0.11406	0.62899	0.14844	0.52186
CUL4A	4	-0.0543	-1.4168	0.81354	0.96219	0.15654	0.52186
CUL4B	4	0.02311	0.26777	0.61242	0.91123	0.78888	0.88162
CUL5	4	0.20207	1.5337	0.0052705	0.20866	0.12511	0.52186
CUL7	4	-0.024562	-0.90266	0.97698	0.99809	0.3667	0.64199
CUL9	4	-0.053503	-0.7699	0.81881	0.96338	0.44136	0.69799
CUTA	4	-0.15229	-1.4891	0.32583	0.79104	0.13645	0.52186
CUTC	4	0.025997	0.50682	0.59154	0.90518	0.61228	0.76969
CUX1	4	-0.12401	-1.2788	0.43104	0.84708	0.20096	0.52903
CUX2	4	0.098211	1.4182	0.16498	0.677	0.15614	0.52186
CUZD1	4	-0.025934	-0.61231	0.98633	0.99809	0.54033	0.72276
CWC15	4	-0.23839	-1.9444	0.13619	0.65183	0.051852	0.52186
CWC22	4	0.0079214	0.09133	0.72613	0.94007	0.92723	0.96307
CWC25	4	-0.02947	-0.37447	0.98802	0.99814	0.70806	0.83165
CWC27	4	-0.054006	-0.47715	0.81543	0.9625	0.63326	0.78347
CWF19L1	4	-0.039107	-0.68471	0.92074	0.98678	0.49353	0.71937
CWF19L2	4	-0.046709	-0.26912	0.8655	0.9756	0.78784	0.88091
CWH43	4	0.050033	1.0049	0.42025	0.84269	0.31494	0.60022
CX3CL1	4	0.045595	0.4501	0.45003	0.85564	0.65264	0.79613
CX3CR1	4	0.16239	1.2831	0.026253	0.42927	0.19945	0.52889
CXADR	4	0.14964	1.3469	0.039479	0.48862	0.17802	0.52215
CXCL1	4	-0.21538	-1.7675	0.17298	0.68402	0.077146	0.52186
CXCL10	4	0.035377	0.39747	0.52163	0.8802	0.69102	0.82255
CXCL11	4	0.00095836	0.025934	0.78068	0.95454	0.97931	0.99031
CXCL12	4	0.15235	1.3938	0.036098	0.4731	0.16338	0.52186
CXCL13	4	0.15535	1.5789	0.033264	0.46773	0.11436	0.52186
CXCL14	4	0.11909	1.6435	0.098797	0.61327	0.10028	0.52186
CXCL16	4	-0.050513	-0.82422	0.83865	0.96893	0.40982	0.67482
CXCL17	4	-0.088219	-1.2094	0.60451	0.9092	0.22651	0.54379
CXCL2	4	-0.14198	-1.0452	0.36172	0.8113	0.29594	0.5853
CXCL3	4	-0.040802	-0.37566	0.90657	0.98365	0.70717	0.83144
CXCL5	4	-0.013238	-0.16982	0.89161	0.98006	0.86515	0.92849
CXCL6	4	0.21096	1.5556	0.0040274	0.1966	0.1198	0.52186
CXCL8	4	-0.12434	-1.1965	0.42994	0.84706	0.23149	0.54555
CXCL9	4	0.040219	0.99775	0.48672	0.86846	0.3184	0.60389
CXCR1	4	0.056256	0.59895	0.37858	0.8202	0.54921	0.72798
CXCR2	4	-0.043542	-0.49915	0.88698	0.9792	0.61768	0.77289
CXCR3	4	-0.015681	-0.74667	0.90956	0.9845	0.45526	0.70869
CXCR4	4	0.0042158	0.090744	0.75522	0.94797	0.9277	0.96323
CXCR5	4	0.079579	0.93332	0.24428	0.73505	0.35065	0.62882
CXCR6	4	0.042404	1.4226	0.4725	0.86421	0.15484	0.52186
CXorf21	4	0.075307	0.98922	0.26755	0.75375	0.32256	0.60657
CXorf23	4	0.19445	1.6614	0.0078063	0.25654	0.09663	0.52186
CXorf36	4	0.030083	0.80939	0.56255	0.89468	0.41829	0.68095
CXorf38	4	-0.049516	-0.94584	0.84571	0.97034	0.34423	0.62303
CXorf40A	4	0.0097155	0.16396	0.71221	0.93744	0.86976	0.9313
CXorf40B	4	0.07409	1.2106	0.27407	0.75839	0.22605	0.5437
CXorf49	4	-0.01069	-0.15333	0.87291	0.97706	0.87814	0.93639
CXorf49B	4	0.05755	0.66034	0.36973	0.81532	0.50904	0.71937
CXorf51A	4	0.17144	1.6016	0.019093	0.38285	0.10925	0.52186
CXorf51B	4	0.087131	1.5923	0.20948	0.71142	0.11132	0.52186
CXorf56	4	-0.21572	-1.8831	0.17233	0.68308	0.059682	0.52186
CXorf57	4	0.032415	0.78933	0.54371	0.88722	0.42992	0.68979
CXorf58	4	0.1686	1.4648	0.020684	0.38915	0.14297	0.52186
CXorf65	4	0.029254	0.51384	0.56832	0.89724	0.60736	0.76698
CXorf66	4	0.10396	1.5285	0.14384	0.659	0.12638	0.52186
CXorf67	4	0.052982	0.77933	0.39961	0.82861	0.43579	0.69424
CXXC1	4	0.1015	1.4272	0.15245	0.6653	0.15352	0.52186
CXXC4	4	-0.069003	-0.85644	0.71887	0.93853	0.39175	0.66054
CXXC5	4	0.10851	1.4985	0.12913	0.64426	0.134	0.52186
CYB561	4	-0.0025887	-0.039044	0.80778	0.96036	0.96886	0.98474
CYB561A3	4	0.061995	1.0318	0.34253	0.80282	0.30219	0.58977
CYB561D1	4	0.056644	0.99337	0.37575	0.81848	0.32053	0.6049
CYB561D2	4	-0.074781	-0.72324	0.68193	0.92862	0.46953	0.71854
CYB5A	4	0.15857	1.5317	0.029535	0.44796	0.12559	0.52186
CYB5B	4	-0.41265	-1.9239	0.023618	0.40995	0.054371	0.52186
CYB5D1	4	-0.13689	-1.8738	0.38087	0.82206	0.060956	0.52186
CYB5D2	4	-0.34376	-1.6478	0.048429	0.52027	0.099391	0.52186
CYB5R1	4	-0.055045	-0.80663	0.80817	0.96036	0.41988	0.68206
CYB5R2	4	-0.0034367	-0.059425	0.81494	0.96225	0.95261	0.97589
CYB5R3	4	0.021478	0.24591	0.6257	0.91359	0.80575	0.89143
CYB5R4	4	-0.11418	-1.1979	0.47608	0.86602	0.23095	0.5453
CYB5RL	4	0.054162	0.33042	0.39275	0.82799	0.74108	0.85295
CYBA	4	-0.14775	-1.9026	0.34164	0.8025	0.057096	0.52186
CYBB	4	0.16524	1.4943	0.023916	0.41076	0.13511	0.52186
CYBRD1	4	-0.0011259	-0.025017	0.79624	0.95732	0.98004	0.99059
CYC1	4	-0.69836	-2.0603	0.0011933	0.1	0.03937	0.52186
CYCS	4	-0.74458	-2.0534	0.00054694	0.057292	0.040029	0.52186
CYFIP1	4	-0.16119	-1.3197	0.30037	0.77684	0.18693	0.52551
CYFIP2	4	0.015571	0.35079	0.669	0.92716	0.72575	0.84296
CYGB	4	-0.029307	-0.31616	0.98936	0.99859	0.75188	0.86008
CYHR1	4	0.050243	0.8342	0.41895	0.84167	0.40417	0.67053
CYLC1	4	0.11453	1.715	0.11013	0.62695	0.086339	0.52186
CYLC2	4	0.14073	1.3539	0.052605	0.53112	0.17578	0.52207
CYLD	4	0.012036	0.20674	0.69476	0.93141	0.83621	0.9108
CYP11A1	4	0.035386	0.46847	0.52163	0.8802	0.63945	0.78764
CYP11B1	4	0.12294	1.6719	0.089698	0.6028	0.094542	0.52186
CYP11B2	4	0.14538	1.537	0.044799	0.50533	0.1243	0.52186
CYP17A1	4	-0.10644	-1.2935	0.51233	0.87903	0.19584	0.52801
CYP19A1	4	0.12943	1.5994	0.074732	0.58324	0.10973	0.52186
CYP1A1	4	0.058287	0.49027	0.3653	0.81317	0.62394	0.77709
CYP1A2	4	-0.042856	-1.0726	0.89225	0.98007	0.28343	0.57509
CYP1B1	4	-0.020621	-0.65012	0.94705	0.99272	0.51561	0.71937
CYP20A1	4	0.028386	0.72584	0.57438	0.89822	0.46794	0.71726
CYP21A2	4	0.18943	1.6339	0.0098449	0.2973	0.10227	0.52186
CYP24A1	4	0.036203	0.60081	0.51526	0.87919	0.54797	0.72715
CYP26A1	4	-0.038039	-0.43218	0.9289	0.9892	0.66561	0.80541
CYP26B1	4	-0.068757	-1.2822	0.72032	0.93853	0.19978	0.52889
CYP26C1	4	0.11087	0.45416	0.12122	0.63433	0.64972	0.79434
CYP27A1	4	-0.13288	-1.3031	0.39648	0.82861	0.19254	0.52602
CYP27B1	4	-0.54773	-2.3258	0.0056185	0.21606	0.02003	0.52186
CYP27C1	4	-0.12029	-1.3163	0.446	0.85345	0.18809	0.52577
CYP2A13	4	-0.13423	-1.5484	0.39066	0.82688	0.12151	0.52186
CYP2A6	4	0.056119	0.66325	0.37952	0.82084	0.50717	0.71937
CYP2A7	4	0.10091	1.7659	0.15429	0.66681	0.077404	0.52186
CYP2B6	4	-0.0093533	-0.17814	0.86177	0.9748	0.85861	0.92444
CYP2C18	4	0.14345	1.6854	0.048081	0.51933	0.091905	0.52186
CYP2C19	4	0.13243	1.2511	0.068019	0.56506	0.21088	0.53499
CYP2C8	4	-0.0040124	-0.095793	0.81991	0.96376	0.92369	0.9608
CYP2C9	4	0.075059	1.0626	0.2687	0.75464	0.28797	0.57883
CYP2D6	4	0.10302	1.3437	0.14698	0.66076	0.17906	0.52215
CYP2E1	4	0.0062956	0.096487	0.73926	0.94418	0.92313	0.96038
CYP2F1	4	-0.051661	-0.87203	0.83139	0.9672	0.38319	0.65346
CYP2J2	4	-0.027193	-0.38171	0.99548	0.99955	0.70268	0.82912
CYP2R1	4	0.023341	0.68417	0.61043	0.91072	0.49387	0.71937
CYP2S1	4	-0.10388	-1.0383	0.52332	0.8802	0.29911	0.58753
CYP2U1	4	-0.0091431	-0.082777	0.85993	0.97437	0.93403	0.96623
CYP2W1	4	-0.16097	-1.4602	0.30082	0.77684	0.14425	0.52186
CYP39A1	4	0.0094118	0.22843	0.71455	0.9383	0.81931	0.90039
CYP3A4	4	-0.058997	-0.70204	0.78142	0.95454	0.48266	0.71937
CYP3A43	4	0.078257	1.0462	0.25134	0.74001	0.29547	0.585
CYP3A5	4	0.029848	0.47224	0.56364	0.89468	0.63675	0.78564
CYP3A7	4	0.093202	1.2902	0.18581	0.69302	0.19696	0.52847
CYP3A7-CYP3A51P	4	-0.027217	-0.52942	0.99567	0.99955	0.59652	0.76019
CYP46A1	4	0.057101	1.1154	0.37291	0.81708	0.26466	0.56249
CYP4A11	4	0.13081	1.4817	0.071251	0.5716	0.13843	0.52186
CYP4A22	4	0.058675	1.1878	0.36346	0.81196	0.23492	0.54767
CYP4B1	4	0.13199	1.421	0.068665	0.56506	0.15533	0.52186
CYP4F11	4	-0.017234	-0.26113	0.92109	0.98684	0.79399	0.88455
CYP4F12	4	-0.014058	-0.52955	0.89907	0.98186	0.59643	0.76016
CYP4F2	4	0.10717	1.338	0.13281	0.64841	0.18089	0.52335
CYP4F22	4	-0.10404	-1.2361	0.52257	0.8802	0.21641	0.53723
CYP4F3	4	0.10727	1.6925	0.13261	0.64841	0.090545	0.52186
CYP4F8	4	0.039206	0.50844	0.49418	0.87115	0.61115	0.76906
CYP4V2	4	0.069369	1.3601	0.29997	0.77681	0.1738	0.52186
CYP4X1	4	0.084432	1.6507	0.22141	0.72183	0.09879	0.52186
CYP4Z1	4	0.1619	1.6781	0.026601	0.43018	0.093334	0.52186
