sgRNA,Gene,DLD1-Cont2_P10.initial,DLD1-Cont2_P10.final
RHOBTB2_BTB523615_E1_2250.249,RHOBTB2,1646,685
ZNF670_E4_498.23,ZNF670,1824,688
MSX2_E2_177.23,MSX2,2500,1671
SMARCA2_D_e18_135.13,SMARCA2,2850,1543
TRAIP_1410.47,TRAIP,1578,784
SPPL2B_1779.135,SPPL2B,2690,1723
ZNF740_E5_31.0,ZNF740,2528,1092
ZSCAN26_E4_771.33,ZSCAN26,1766,669
KDM8_e6_150.10,KDM8,2120,1061
SMYD1_e6_73.3,SMYD1,1358,466
RNF34_1122.61,RNF34,2018,1197
ZFP30_E6_1074.67,ZFP30,3914,1934
WNK2_PKc_E6_52,WNK2,2246,1070
PRSS38_981.136,PRSS38,2662,1559
KDM5A_Phd1_E8_147.9,KDM5A,2782,1717
ZAP70_PKc_E12_141.17,ZAP70,1894,863
NR3C1_E6_117.5,NR3C1,2080,1111
TBX20_E3_165.4,TBX20,1732,636
RNF11_465.25,RNF11,3648,2364
NR5A2_E3_66.2,NR5A2,3162,1068
TMPRSS6_2436.313,TMPRSS6,2334,1633
ZNF711_E9_1113.54,ZNF711,2442,1289
ATF5_E4_189.22,ATF5,1744,1031
CASP6_882.48,CASP6,2500,1144
FOXF1_E1_234.0,FOXF1,2000,1266
MYOD1_E1_171.5,MYOD1,4038,2032
BRD3_BD2_e7_129.8,BRD3,3432,1726
SIX4_E1_165.1,SIX4,826,420
CLK2_PKc_E10_83.3,CLK2,1692,648
neg26,neg26,10642,4255
BARHL1_E2_155.1,BARHL1,2638,1544
GMCL1_BTB101207_E1_1548.4,GMCL1,560,214
ZNF706_E4_48.3,ZNF706,1874,735
TSSK4_PKc_E3_394.12,TSSK4,2196,917
ATRX_H_e27_109.0,ATRX,4382,1652
NSD2_e19_73.7,NSD2,1940,1195
PWWP2B_PWWP488574_E1_1773.183,PWWP2B,700,275
CREBL2_E2_141.7,CREBL2,2260,1213
NEK4_PKc_E3_198.17,NEK4,1512,526
SIX1_E1_156.28,SIX1,3340,2313
ST14_2568.186,ST14,1252,688
ANAPC10_4,ANAPC10,2838,1114
FBXO45_861.99,FBXO45,3204,2043
TRIM27_1373.123,TRIM27,672,248
OTUB1_816.11,OTUB1,3630,1961
JARID2_E8_182.19,JARID2,3718,1979
KBTBD8_BTB39147_E1_1806.3,KBTBD8,2770,1566
GLYR1_PWWP690_E1_1662.1,GLYR1,536,370
RNF144B_912.109,RNF144B,4608,3176
ZNF714_E5_1002.47,ZNF714,5788,2546
ZNF320_E4_1011.46,ZNF320,1796,978
FBXW10_2,FBXW10,2064,1053
IRX3_E2_165.12,IRX3,1642,1126
SPSB4_822.79,SPSB4,698,349
TRIM13_1224.111,TRIM13,542,410
ZNF683_E6_141.10,ZNF683,2354,1711
ZNF485_E5_651.20,ZNF485,2594,1254
CCNF_2361.392,CCNF,1450,603
FBXL4_1866.94,FBXL4,2418,1036
ZNF354C_E5_834.5,ZNF354C,3228,1223
PRMT9_e4_168.5,PRMT9,7046,4067
FBXO41_2628.180,FBXO41,1436,1004
CHD2_Chromo_E9_209.1,CHD2,1552,1016
MMP28_220.18,MMP28,1664,842
RNF138_738.51,RNF138,1222,675
SPPL3_1155.58,SPPL3,2510,1296
ADAMTS20_5733.53,ADAMTS20,2372,1211
ZNF74_E5_915.38,ZNF74,1428,665
USP17L13_885.84,USP17L13,2338,1061
DCUN1D3_915.54,DCUN1D3,3164,1460
FBXL19_Phd_E4_63.1,FBXL19,1090,629
KDM2A_Phd_E16_60.2,KDM2A,2376,979
PMPCB_1470.16,PMPCB,1672,781
NEK6_PKc_E5_63,NEK6,1334,632
CREBBP_e25_147.7,CREBBP,2912,1258
RHOBTB3_BTB413518_E1_1836.105,RHOBTB3,1754,765
NFIX_E9_148.7,NFIX,1248,666
ASB9_885.64,ASB9,1864,657
EBF1_E8_105.7,EBF1,4446,1803
CPE_1431.196,CPE,1662,743
NHLH1_E2_171.17,NHLH1,656,201
ESX1_E2_89.1,ESX1,2558,1910
ZSCAN1_E6_336.3,ZSCAN1,3844,1927
STK32C_PKc_E6_90.7,STK32C,832,636
ZNF669_E4_498.9,ZNF669,3686,1930
ZNF678_E4_1161.35,ZNF678,2948,1689
SENP2_1770.119,SENP2,1198,481
F12_1848.22,F12,1784,1427
DNMT3A_PWWP_E9_108.3,DNMT3A,2856,1382
ZBTB39_BTB20120_E1_2139.19,ZBTB39,2380,1588
PSEN1_1404.5,PSEN1,1844,880
UBE3C_3252.176,UBE3C,1734,823
MARCH7_2001.67,MARCH7,1320,759
RNF121_984.53,RNF121,4292,2385
SMARCA1_SANT_E21_133.4,SMARCA1,2108,873
CUX1_E23_155.4,CUX1,4482,2281
ATG4C_1377.2,ATG4C,3010,1160
MBTD1_MBT145245_E1_1887.143,MBTD1,1194,535
ZNF263_E6_231.14,ZNF263,1014,484
POU3F4_E1_174.5,POU3F4,930,365
SPIN3_Spinlin5098_E1_777.77,SPIN3,2310,903
FBXL7_1476.184,FBXL7,1502,890
BRCC3_951.44,BRCC3,1740,1139
FBXO36_2,FBXO36,2270,1108
SP2_E7_80.3,SP2,3934,1781
CREB3L4_E6_92.2,CREB3L4,3056,1687
MYBL1_E5_221.14,MYBL1,1554,1045
MYBL1_SANT3_E5_97.5,MYBL1,1554,1045
LNX2_2073.231,LNX2,2722,1516
CASP12_1026.56,CASP12,2362,927
TRIM49_2,TRIM49,5704,3408
RNF141_693.33,RNF141,2396,1120
ANKIB1_3270.276,ANKIB1,1952,1449
ALX3_E2_135.14,ALX3,1896,1472
HIC2_BTB40141_E1_1848.26,HIC2,708,320
UQCRC2_1362.118,UQCRC2,2280,1025
AMFR_1932.130,AMFR,2708,1599
TMPRSS2_1590.167,TMPRSS2,2702,1909
FEZF2_E5_80.4,FEZF2,2022,1213
ZFP1_E4_723.7,ZFP1,1142,447
PRSS22_954.14,PRSS22,2662,1527
ISL1_E4_174.1,ISL1,1606,717
ZNF12_E5_1131.48,ZNF12,4606,2482
ATG4B_1182.157,ATG4B,2106,1368
ABHD5_1050.27,ABHD5,1962,992
MMP14_1749.25,MMP14,2642,1789
KCNV1_BTB42150_E1_1503.23,KCNV1,826,365
SPPL2A_1563.78,SPPL2A,2870,1133
HLTF_H_e24_81.1,HLTF,7518,3613
HLTF_3030.133,HLTF,7518,3613
PRDM8_e8_135.11,PRDM8,2754,1590
CDRT1_4,CDRT1,1730,794
CDRT1_6,CDRT1,1730,794
NEUROD4_E2_171.1,NEUROD4,3028,1700
PAX4_E1_117.11,PAX4,3504,2212
SOHLH1_E3_109.14,SOHLH1,1530,656
BACH2_BTB27133_E1_2526.424,BACH2,368,192
MTA3_Bah3170_E1_1548.139,MTA3,2382,1243
ADAMTS15_2853.85,ADAMTS15,2532,1642
TDRD6_tudor821866_E1_6291.211,TDRD6,2148,1107
ABHD13_1014.27,ABHD13,2508,1287
ADRBK1_PKc_E13_108.17,ADRBK1,1822,936
FBXO21_1887.204,FBXO21,1862,935
CAPN10_2019.378,CAPN10,1628,1006
NKX2_1_E3_174.4,NKX2,564,136
BRD1_PWWP_E13_133.11,BRD1,1488,696
ASB12_957.54,ASB12,2086,942
CBX1_Chromo_E2_62.3,CBX1,894,300
HTRA3_1362.131,HTRA3,1830,904
KIT_PKc_E12_105.6,KIT,2392,1331
USP5_2577.354,USP5,2626,1356
CAPN11_2220.9,CAPN11,1982,1235
PHF21A_Phd_E15_129.7,PHF21A,1292,508
MAP3K13_PKc_E6_159.2,MAP3K13,1488,806
MYT1_E14_155.7,MYT1,3694,1622
PRSS37_708.58,PRSS37,3212,1566
ZNF213_E6_330.38,ZNF213,244,128
FLT4_PKc_E21_151.21,FLT4,1128,422
CTSA_1497.68,CTSA,3346,1976
ZNF267_E4_1101.52,ZNF267,2438,1072
DUXA_E2_135.0,DUXA,2922,1365
NR3C2_E5_103.11,NR3C2,2662,1439
HERC1_14586.965,HERC1,804,377
neg28,neg28,6622,4261
BRWD1_BD2_e36_153.1,BRWD1,2502,692
NSD1_Phd1_E11_144.4,NSD1,1304,617
ZNF544_E7_1068.56,ZNF544,1870,1090
KCTD3_BTB20112_E1_2448.241,KCTD3,2950,855
UBE4A_3201.69,UBE4A,1860,871
UNKL_2052.167,UNKL,2390,1135
LONP2_2559.228,LONP2,2394,911
KMT2A_CXXC11471194_E1_11919.232,KMT2A,2020,990
UBE2B_459.32,UBE2B,2512,925
ZSCAN32_E7_555.60,ZSCAN32,2256,1250
ZNF440_E4_750.22,ZNF440,3096,1861
CTSL1_456.8,CTSL1,3852,2281
HERC4_2385.73,HERC4,1766,737
ZIK1_E4_666.77,ZIK1,828,497
ATG4D_1425.38,ATG4D,1974,1201
NEUROD6_E2_360.0,NEUROD6,660,200
TYK2_PKc2_E23_118.7,TYK2,440,274
PTK2_PKc_E21_90.2,PTK2,540,321
ZNF213_E6_330.22,ZNF213,1886,875
BAHCC1_BAHCC1_E27_180.31,BAHCC1,1052,753
PPAT_1554.4,PPAT,1416,777
SMARCA2_H_e24_164.7,SMARCA2,3970,2248
PGPEP1_630.7,PGPEP1,3532,2206
OVCH1_3405.127,OVCH1,1630,1018
KLF4_E5_78.3,KLF4,2576,1088
KAT6B_Phd1_E4_97.4,KAT6B,3934,2599
PRPF8_7008.581,PRPF8,2662,1941
ADAMTS15_2853.88,ADAMTS15,2232,1450
ZMYND11_PWWP272353_E1_1809.43,ZMYND11,1524,687
BACE2_1557.4,BACE2,2602,1179
MLL5_e11_105.5,MLL5,6350,4442
BIRC3_1815.66,BIRC3,2948,1183
CAMK1G_PKc_E10_82,CAMK1G,1876,936
ZNF133_E7_1230.87,ZNF133,2342,1879
BRSK2_PKc_E6_34.3,BRSK2,1410,962
LITAF_E4_103.8,LITAF,4164,2001
HTRA4_1431.162,HTRA4,1932,1237
CERS2_E3_81.6,CERS2,1026,552
HDX_E7_33.0,HDX,2610,1316
ESR1_E2_106.0,ESR1,5056,2627
REL_E2_132.0,REL,1770,906
FBXL5_2076.23,FBXL5,2796,1375
PLK1_PKc_E3_145.19,PLK1,1018,746
PRSS36_2568.323,PRSS36,1726,697
ZFP1_E4_723.52,ZFP1,2214,926
ZNF358_E2_741.32,ZNF358,1714,743
ARID5A_E3_79.5,ARID5A,1258,409
TEAD4_E3_196.31,TEAD4,3196,1637
ADAMTS3_3618.52,ADAMTS3,1516,804
HERC5_3075.218,HERC5,3236,1492
REL_E5_141.2,REL,2304,1051
ZNF347_E5_1647.134,ZNF347,4504,1856
ATF2_E12_133.3,ATF2,2844,939
STK33_PKc_E10_76.4,STK33,1956,1120
IKZF2_E4_70.2,IKZF2,3104,1857
ASB5_990.56,ASB5,1714,777
RNF214_2112.137,RNF214,440,257
CIT_PKc_E5_102.1,CIT,1520,983
TFAP2B_E7_217.21,TFAP2B,1240,553
PARP15_Macro304431_E1_2037.68,PARP15,698,295
STAT6_E9_185.13,STAT6,2830,2130
REST_E3_84.1,REST,2144,772
SMURF2_2247.55,SMURF2,2498,1512
MARCH2_741.112,MARCH2,628,213
TRIM49D1_3,TRIM49D1,3798,1678
ZNF468_E4_750.32,ZNF468,4706,2729
MTA1_E10_84.0,MTA1,5614,2594
MTA1_SANT_E10_87.0,MTA1,5614,2594
SMARCA1_SANT_E21_133.0,SMARCA1,2232,718
TMPRSS12_1047.76,TMPRSS12,3226,1375
ZNF141_E4_666.20,ZNF141,5418,2707
FOXK1_E4_138.12,FOXK1,1514,668
TEAD4_E10_174.20,TEAD4,1818,1098
HDAC7_e14_134.17,HDAC7,1236,841
ZNF414_E3_85.7,ZNF414,386,266
SOCS7_1746.165,SOCS7,1382,402
CDYL2_Chromo_E2_144.5,CDYL2,1546,668
CDK6_PKc_E4_168.11,CDK6,5172,3205
PRPF4B_PKc_E10_138.1,PRPF4B,1078,406
HUWE1_13125.108,HUWE1,3476,2082
ZNF195_E6_1215.9,ZNF195,1172,297
TGIF2LY_E2_171.4,TGIF2LY,3228,1082
FOXR1_E5_151.2,FOXR1,2026,791
ULK4_PKc_E6_102.1,ULK4,870,483
NR5A2_E3_66.0,NR5A2,3244,1841
IKBKE_PKc_E5_130.2,IKBKE,1838,1343
ID1_E1_135.5,ID1,6008,4061
KMT2A_11919.229,KMT2A,908,416
ZNF589_E4_318.22,ZNF589,3846,1535
ADAM18_72.4,ADAM18,3848,1981
ZNF92_E4_1059.33,ZNF92,6558,4143
ZFP92_E4_657.72,ZFP92,4310,2487
POLR2A_e10.2,POLR2A,8544,4714
ZNF575_E4_504.123,ZNF575,2286,1423
SPPL2A_1563.1,SPPL2A,1902,710
SIAH2_975.113,SIAH2,1958,1145
SETD8_e8_158.5,SETD8,1350,700
TRIM3_2235.6,TRIM3,1746,1050
TRIM52_894.10,TRIM52,1002,500
ETV2_E6_111.4,ETV2,1074,744
GATAD2B_E7_199.20,GATAD2B,3082,1365
TRIM8_1656.48,TRIM8,1022,607
POMK_PKc_E5_705.3,POMK,3788,2278
MAPK3_PKc_E1_65.3,MAPK3,668,529
RORA_E3_86.4,RORA,3558,2041
LEF1_E9_99.7,LEF1,3424,2044
MEST_981.29,MEST,3132,1100
ANAPC7_1800.163,ANAPC7,2750,961
OVCH1_3405.45,OVCH1,1864,1086
ENC1_BTB36144_E1_1770.5,ENC1,1766,851
NPEPPS_2760.263,NPEPPS,2750,1443
ING2_Phd_E2_605.43,ING2,2312,1475
FOXP3_E10_36.2,FOXP3,5346,3492
FXR2_Agenet69127_E1_2022.346,FXR2,1972,977
CAPN5_1923.297,CAPN5,2288,1541
ZNF562_E6_726.34,ZNF562,5514,2718
HSF2_E1_78.3,HSF2,4252,2329
CEBPZ_E3_232.13,CEBPZ,2604,1631
RFPL3_954.97,RFPL3,2298,1479
HDAC6_a1_e13_60.3,HDAC6,2786,1183
PHF1_tudor2980_E1_1704.354,PHF1,3564,1977
TRHDE_3075.73,TRHDE,872,375
ZBTB10_BTB354461_E1_2616.143,ZBTB10,2570,1058
CAPN11_2220.46,CAPN11,2364,1202
ZNF35_E4_834.67,ZNF35,3982,1693
MEX3C_1980.183,MEX3C,2016,1075
ADAMDEC1_1413.89,ADAMDEC1,3718,1893
SPZ1_E1_66.0,SPZ1,3598,1869
ZNF589_E4_318.26,ZNF589,1094,532
LBR_tudor956_E1_1848.206,LBR,1720,776
ZNF536_E2_1738.60,ZNF536,1166,1134
BRD1_Phd_E2_162.14,BRD1,914,315
CDC34_711.113,CDC34,766,324
HOXB8_E2_177.6,HOXB8,1880,1457
CDK16_PKc_E9_124.3,CDK16,1446,527
L3MBTL3_MBT236332_E1_2343.72,L3MBTL3,842,448
STAT5B_E11_123.2,STAT5B,4750,2963
SMAD6_E2_340.60,SMAD6,1396,782
CSDE1_E11_213.6,CSDE1,2502,1495
PRDM14_E7_66.0,PRDM14,1706,1013
AKT3_PKc_E9_129.5,AKT3,1204,716
TUB_E12_172.0,TUB,3844,2242
ADAMTS4_2514.117,ADAMTS4,1636,806
BIRC7_897.46,BIRC7,1686,548
SIRT5_e7_54.0,SIRT5,2442,1124
FBXO11_2784.152,FBXO11,2304,932
SIK3_PKc_E4_162.3,SIK3,1112,646
ASRGL1_927.143,ASRGL1,2584,1695
SPSB2_792.92,SPSB2,1590,807
NFATC2_E4_203.5,NFATC2,5074,2810
SUV39H1_Chromo_E3_108.1,SUV39H1,1030,348
ZNF737_E4_1161.37,ZNF737,4462,2232
SOX2_E1_216.21,SOX2,1788,730
CDH1_2649.284,CDH1,1644,839
TRIM36_2187.184,TRIM36,3456,1787
UBR3_RING_E28_111.8,UBR3,7666,4582
EPHB1_PKc_E11_248.3,EPHB1,2756,1437
EGFR_PKc_E19_99,EGFR,1448,524
ZNF20_E4_1233.96,ZNF20,3464,1484
MYO3B_PKc_E6_77.5,MYO3B,928,378
FBXL6_1620.50,FBXL6,1904,888
ZNF570_E6_834.42,ZNF570,5448,2819
VPS41_2565.28,VPS41,2360,1014
USPL1_3279.55,USPL1,1806,858
PHF7_ePhd_E5_102.2,PHF7,1586,738
CPA4_1266.126,CPA4,3068,1730
KSR2_PKc_E16_134.1,KSR2,1254,834
ZNF790_E5_1317.82,ZNF790,4094,2370
BRPF3_BD_e6_190.4,BRPF3,3402,2134
ZBTB9_BTB38140_E1_1422.242,ZBTB9,1938,818
ZNF491_E3_1176.100,ZNF491,4106,1906
TRIM31_1278.8,TRIM31,2408,1308
HERC4_3150.45,HERC4,1074,812
ZNF174_E3_237.14,ZNF174,2142,987
GGH_957.24,GGH,856,344
ARID1B_E12_210.20,ARID1B,2058,1112
KDM5B_E3_123.2,KDM5B,2058,1376
KLHL29_BTB319431_E1_2628.11,KLHL29,1074,395
PHRF1_Phd_E6_68.4,PHRF1,2152,1190
PHRF1_4950.64,PHRF1,2152,1190
FERD3L_E1_171.6,FERD3L,2306,1190
TRIM37_2895.3,TRIM37,758,427
MYNN_BTB14111_E1_1833.127,MYNN,2028,891
ZNF225_E5_1635.11,ZNF225,1404,686
KCNS3_BTB17116_E1_1476.179,KCNS3,1114,581
ASB18_1401.198,ASB18,1712,867
ZNF831_E1_144.10,ZNF831,972,476
ZNF268_E6_1749.115,ZNF268,3314,1371
ZNF202_E9_735.49,ZNF202,1014,598
UBE2I_477.60,UBE2I,1430,496
FOXI1_E1_208.20,FOXI1,2190,1530
SCMH1_MBT137235_E1_1983.49,SCMH1,1070,522
SIX3_E1_147.26,SIX3,1674,647
ASH1L_Bah26602794_E1_8895.476,ASH1L,1066,386
TRIM42_2172.110,TRIM42,2978,1475
NR2F2_E1_208.2,NR2F2,1332,679
CORIN_3129.14,CORIN,1938,1021
TMPRSS9_3180.307,TMPRSS9,2342,1176
RFX6_E4_62.4,RFX6,4154,1987
FBXL21_4,FBXL21,1644,602
FANCL_1143.42,FANCL,4986,2674
ZNF17_E3_1239.15,ZNF17,5348,3120
ZNF790_E5_1317.10,ZNF790,2660,1100
YOD1_915.4,YOD1,1582,654
PGPEP1_630.49,PGPEP1,2326,1321
MGA_E20_126.5,MGA,1962,970
ADCK3_PKc_E11_142.6,ADCK3,904,355
ZBTB37_E5_156.16,ZBTB37,1738,996
SH3RF1_2667.418,SH3RF1,1776,719
NR5A1_E4_71.14,NR5A1,1954,1362
KDM1B_CW137192_E1_1773.18,KDM1B,2042,1330
HOXD10_E2_177.1,HOXD10,3298,1924
PAPPA_4884.7,PAPPA,4008,2901
ACR_1266.231,ACR,2100,1568
GSC_E3_42.0,GSC,3170,1697
NKX1_1_E2_177.3,NKX1,3432,1884
BCL6B_E6_31.0,BCL6B,5212,4844
RHOXF2B_E2_71.2,RHOXF2B,6446,3470
PRDM14_E7_63.1,PRDM14,2300,970
DCAF10_1680.158,DCAF10,1112,759
FBXL18_2157.179,FBXL18,354,169
HOXC12_E2_171.0,HOXC12,2488,1368
NCOA2_e19_235.16,NCOA2,1636,630
CERS2_E4_93.7,CERS2,2376,1408
PITX1_E2_135.6,PITX1,2142,1547
DPF3_Phd_E8_91.0,DPF3,3998,2245
RFX3_E7_182.14,RFX3,4080,1942
CDC42BPG_PKc_E6_94.3,CDC42BPG,1482,860
GTF3C4_e4_89.2,GTF3C4,2094,923
USP32_4815.158,USP32,1748,794
PBRM1_BD4_e15_277.10,PBRM1,2982,1464
DPP10_2403.112,DPP10,2814,975
ASB11_972.71,ASB11,2122,1119
ABL2_PKc_E8_185,ABL2,1012,519
CUL4A_2280.162,CUL4A,1646,918
ZFP36L2_1485.13,ZFP36L2,644,406
ZNF347_E5_1647.123,ZNF347,5816,3384
JAK2_PKc_E18_151.5,JAK2,1688,968
ZSCAN30_E5_495.18,ZSCAN30,1578,791
ZAP70_PKc_E13_113.12,ZAP70,2378,1445
GATA4_E4_126.10,GATA4,1348,712
ASB14_1764.106,ASB14,3550,2152
ZNF235_E5_1239.44,ZNF235,1838,764
ZNF808_E5_1998.68,ZNF808,4490,2018
ZNF790_E5_1317.41,ZNF790,4012,1776
KLHL10_BTB29133_E1_1827.13,KLHL10,2240,1248
ZNF257_E4_936.40,ZNF257,3410,1192
ZNF619_E6_732.53,ZNF619,1860,709
PSEN1_1404.109,PSEN1,3690,2220
MMP3_1434.149,MMP3,4294,2233
ZBTB39_BTB20120_E1_2139.309,ZBTB39,4068,2269
RNF138_738.50,RNF138,1936,1021
SOCS1_636.47,SOCS1,1458,926
LONRF1_2322.191,LONRF1,2152,1178
ZNF746_E7_162.10,ZNF746,1362,518
CERS3_E7_119.7,CERS3,3322,1593
ZNF556_E4_492.16,ZNF556,2168,1445
MKRN2_1251.122,MKRN2,2068,1326
ORC1_Bah44170_E1_2586.329,ORC1,2032,1146
AKAP1_tudor764809_E1_2712.198,AKAP1,1832,1007
CBLL1_1473.24,CBLL1,1392,593
ZNF35_E4_834.61,ZNF35,4184,2313
ZNF75D_E7_405.13,ZNF75D,4860,3055
KLHL34_BTB19126_E1_1935.11,KLHL34,610,265
SOCS5_1611.94,SOCS5,2042,1037
ARIH1_1674.78,ARIH1,2378,802
HERC3_2799.192,HERC3,946,400
TRIM43_3,TRIM43,1474,862
ZNF420_E5_1581.107,ZNF420,4696,2310
CAPN9_2073.231,CAPN9,2410,1676
PRSS3_915.116,PRSS3,2542,1148
LHX6_E6_39.1,LHX6,2246,1156
BTBD8_BTB207300_E1_1137.61,BTBD8,2868,1264
HACE1_2730.75,HACE1,2258,974
DPF2_Phd1_E8_91.8,DPF2,1280,538
ZBTB1_E2_522.5,ZBTB1,5486,1800
FBXL20_4,FBXL20,1426,711
KDM4B_ePhd_E17_53.1,KDM4B,1992,1393
ARNT2_E4_157.3,ARNT2,3082,2072
SMARCC1_Chromo_E7_70.0,SMARCC1,1762,1116
KDM2A_E9_154.1,KDM2A,2640,1372
HPN_1254.124,HPN,2090,1078
CAPN9_2073.61,CAPN9,1510,615
GATA5_E3_135.8,GATA5,1496,937
ZNF844_E4_318.12,ZNF844,5224,2951
PHF21A_Phd_E15_129.14,PHF21A,1842,1064
ISX_E4_42.0,ISX,3432,1833
ANAPC11_591.5,ANAPC11,496,218
PARK2_1398.100,PARK2,704,662
STK35_PKc_E3_695.6,STK35,1878,1100
RAB40A_834.134,RAB40A,900,506
ASB15_1767.87,ASB15,2222,872
TRIM42_2172.206,TRIM42,1652,1033
BATF_E2_93.5,BATF,2450,1158
ASPA_942.72,ASPA,3778,2144
EPHA10_PKc_E12_62.1,EPHA10,2598,1494
FBXO24_1857.359,FBXO24,688,422
AR_E3_117.9,AR,3330,1480
PBK_PKc_E5_170.12,PBK,3084,1734
SRY_E1_234.19,SRY,2260,953
ANAPC15_378.40,ANAPC15,2236,1714
POU5F1B_E1_174.18,POU5F1B,2010,1043
RNF43_2352.446,RNF43,1534,853
EMX1_E2_129.4,EMX1,1252,409
FOXH1_E2_105.3,FOXH1,3058,1539
PSMA2_705.5,PSMA2,1088,418
PRSS48_987.27,PRSS48,2840,1752
DTX4_1860.140,DTX4,1056,646
RAD54L_H_e14_124.7,RAD54L,5946,3951
SND1_tudor733777_E1_2733.168,SND1,4718,2748
RNF149_1203.128,RNF149,3548,2042
ZNF507_E5_115.4,ZNF507,3022,1109
SPOPL_BTB190297_E1_1179.38,SPOPL,2614,1216
CCNB1IP1_834.75,CCNB1IP1,1816,813
FBXW8_7,FBXW8,1020,557
ZNF579_E2_1257.233,ZNF579,846,507
USPL1_3279.4,USPL1,2270,1017
SCRT2_E2_156.14,SCRT2,1094,482
SALL1_E2_2190.340,SALL1,2440,1535
BHLHA9_E1_180.3,BHLHA9,942,592
TRIM64C_1353.137,TRIM64C,788,528
CDRT1_5,CDRT1,444,401
RAB40AL_837.14,RAB40AL,1936,1132
ADAM2_2208.39,ADAM2,3952,2067
LONRF3_2280.57,LONRF3,2336,1025
TOX_E5_147.11,TOX,3614,2090
TRIM6_1551.14,TRIM6,2788,1535
FBXL20_1311.22,FBXL20,2028,995
CAPN2_2103.317,CAPN2,1228,672
ZNF117_E4_915.62,ZNF117,1566,679
STAT6_E9_185.26,STAT6,1302,857
SENP6_3339.67,SENP6,4578,1974
DPF3_Phd_E8_91.4,DPF3,3162,1368
PRDM6_E7_131.19,PRDM6,5800,3573
NFXL1_2736.75,NFXL1,1210,651
EP300_e25_147.3,EP300,3226,1498
FBXO48_468.4,FBXO48,1638,1610
CSF1R_PKc_E16_89.3,CSF1R,798,370
ASB18_1401.106,ASB18,2012,1025
COPS5_1005.52,COPS5,3532,2591
TRIM39_1557.206,TRIM39,3302,1483
ZNF813_E4_1236.9,ZNF813,2150,1109
PKN3_PKc_E17_63,PKN3,420,290
MTF1_E5_74.0,MTF1,1760,738
MGRN1_1731.255,MGRN1,772,489
ZNF615_E7_1578.88,ZNF615,1178,670
HDAC5_e21_88.3,HDAC5,1594,1185
CAPN9_2073.236,CAPN9,3440,2004
ADAM11_2310.353,ADAM11,2200,1128
ZNF382_E5_765.53,ZNF382,2056,628
TPSAB1_828.1,TPSAB1,1880,1133
POU6F2_E11_174.1,POU6F2,5540,2731
EBF2_E6_69.3,EBF2,1534,722
BTRC_1818.29,BTRC,1900,1308
MYC_E3_171.20,MYC,1094,843
CHEK1_PKc_E6_189.6,CHEK1,1134,400
CDK3_PKc_E3_78.3,CDK3,1248,607
SMAD9_E2_372.24,SMAD9,3704,2356
VEZF1_E2_78.5,VEZF1,2202,545
NFE2L1_E6_204.2,NFE2L1,940,538
TPP2_3750.79,TPP2,1880,1043
ASB9_885.68,ASB9,1946,793
IRAK4_PKc_E10_184.6,IRAK4,1410,503
F10_1467.196,F10,1154,425
TRAF4_1413.229,TRAF4,2454,1223
SP140_E19_88.0,SP140,1448,789
HDAC8_e6_78.4,HDAC8,2122,1327
KLK10_831.142,KLK10,2776,1978
ZNF28_E4_1494.12,ZNF28,2982,1658
ZNF81_E5_1236.71,ZNF81,2394,698
INTS12_Phd_E5_139.8,INTS12,2330,1377
MYO3B_PKc_E7_146.16,MYO3B,2452,1851
DPEP1_1236.74,DPEP1,372,115
HDAC9_e19_120.7,HDAC9,3490,1562
ZNF549_E4_1143.7,ZNF549,2548,1447
NEURL2_858.75,NEURL2,2768,1273
HOXD11_E2_171.7,HOXD11,6336,3418
ZMYND11_Phd_E4_132.4,ZMYND11,1752,873
MBTPS2_1560.36,MBTPS2,1830,731
PPARA_E5_69.4,PPARA,2686,1515
SRPK3_PKc_E7_166.5,SRPK3,2496,1259
ATF3_E4_99.0,ATF3,7586,4258
ARNT2_E4_157.14,ARNT2,1882,1317
TIP60_e10_94.5,TIP60,7890,5022
FOXN2_E3_204.2,FOXN2,1920,562
ZNF607_E5_1227.24,ZNF607,4188,2887
ARID4A_Chromo_E17_50.0,ARID4A,1916,497
UBE2V2_438.4,UBE2V2,338,113
TMPRSS11D_1257.75,TMPRSS11D,4630,2365
ZNF138_E4_231.15,ZNF138,3976,2725
ZBTB44_BTB21128_E1_1362.125,ZBTB44,1296,971
ZNF302_E6_495.31,ZNF302,4596,2158
ACR_1266.14,ACR,4304,3114
RFX2_E7_182.14,RFX2,2554,1337
CTSB_1020.144,CTSB,1346,947
BMI1_981.83,BMI1,2530,1216
USP24_142.4,USP24,5224,1780
FOXA3_E2_234.10,FOXA3,1778,750
PRSS35_1242.29,PRSS35,3788,2144
ZNF627_E4_663.57,ZNF627,3616,2251
JADE1_ePhd_E8_117.14,JADE1,2000,1234
ADAM18_94.0,ADAM18,1934,478
PCGF2_1035.4,PCGF2,1702,789
HEY2_E3_84.0,HEY2,1376,787
NR0B1_E2_220.4,NR0B1,7206,4633
SP2_E7_80.0,SP2,2838,1354
ZNF418_E4_1161.84,ZNF418,1676,821
KLK15_771.14,KLK15,2610,1284
TULP4_E13_120.19,TULP4,1650,720
GZF1_BTB21133_E1_2136.5,GZF1,2444,1623
CDH1_2649.378,CDH1,1252,604
FBXW7_2124.167,FBXW7,3488,1750
