sgRNA,Gene,DLD1-Ts2.18.initial,DLD1-Ts2.18.final,test1,Test2,DLD1-Ts2.18.final_recalculate
PIAS2_1866.122,PIAS2,2042,5262,3220,3220,3220
FBXO33_1668.48,FBXO33,670,1780,1110,1110,1110
MZF1_E6_1122.177,MZF1,660,1610,950,950,950
KLHL13_BTB85191_E1_1977.28,KLHL13,322,655,333,333,333
FBXL18_2157.285,FBXL18,601,1801,1200,1200,1200
ZNF461_E6_666.56,ZNF461,2430,5894,3464,3464,3464
STAT4_E17_136.3,STAT4,2031,5389,3358,3358,3358
TRIM52_894.6,TRIM52,1745,4779,3034,3034,3034
TCF20_ePhd_E2_94.4,TCF20,1900,4081,2181,2181,2181
ZNF716_E4_825.60,ZNF716,1951,6162,4211,4211,4211
ZPR1_E2_162.12,ZPR1,1136,2090,954,954,954
ELF4_E7_188.19,ELF4,1450,3208,1758,1758,1758
RNF113B_969.110,RNF113B,1376,3899,2523,2523,2523
HECTD1_7833.366,HECTD1,1214,2649,1435,1435,1435
ACR_1266.74,ACR,1019,2511,1492,1492,1492
CSNK1D_PKc_E5_171.15,CSNK1D,1100,2438,1338,1338,1338
NFKB2_E5_99.0,NFKB2,1846,3819,1973,1973,1973
XIAP_1494.102,XIAP,446,1299,853,853,853
ZFP82_E5_1152.87,ZFP82,1685,4629,2944,2944,2944
MTA2_E10_84.1,MTA2,1924,4289,2365,2365,2365
NAALADL2_2388.154,NAALADL2,805,1725,920,920,920
MSL2_1734.45,MSL2,1526,4538,3012,3012,3012
DCST1_2121.225,DCST1,1460,3355,1895,1895,1895
KMT2A_Phd2_E11_39.0,KMT2A,1410,2800,1390,1390,1390
KLF13_E2_131.2,KLF13,167,333,166,166,166
ZNF772_E5_582.46,ZNF772,1449,3797,2348,2348,2348
SENP6_3339.12,SENP6,4094,9127,5033,5033,5033
ZBTB7C_BTB24127_E1_1860.17,ZBTB7C,853,2567,1714,1714,1714
NFE2_E4_297.42,NFE2,594,1497,903,903,903
UBE2W_576.22,UBE2W,1444,2815,1371,1371,1371
TRIM23_1725.132,TRIM23,1135,2985,1850,1850,1850
RNF19B_1764.186,RNF19B,2110,4909,2799,2799,2799
ST14_2568.29,ST14,1445,3628,2183,2183,2183
CTSL2_1005.4,CTSL2,1746,5212,3466,3466,3466
MMP2_1983.74,MMP2,1329,3402,2073,2073,2073
ZNF114_E6_321.10,ZNF114,2781,5725,2944,2944,2944
HES3_E3_81.2,HES3,1810,4220,2410,2410,2410
UBR2_5268.339,UBR2,1822,3987,2165,2165,2165
E2F8_E4_110.0,E2F8,3802,9914,6112,6112,6112
PTK7_PKc_E15_40.2,PTK7,379,994,615,615,615
ZFP90_E5_1260.6,ZFP90,2994,7719,4725,4725,4725
PHF7_1146.108,PHF7,1411,3403,1992,1992,1992
USP1_2358.68,USP1,1298,2695,1397,1397,1397
RFPL1_954.7,RFPL1,2726,7125,4399,4399,4399
ZNF23_E6_1326.100,ZNF23,1924,4669,2745,2745,2745
STAMBP_1275.75,STAMBP,1480,3894,2414,2414,2414
neg53,neg53,3779,10654,6875,6875,6875
FBXL17_2106.107,FBXL17,1532,3851,2319,2319,2319
USP15_145.1,USP15,940,2230,1290,1290,1290
BRD8_BD_e17_77.2,BRD8,2899,5717,2818,2818,2818
DCAF11_1641.89,DCAF11,2511,6860,4349,4349,4349
USP33_2829.194,USP33,1757,4844,3087,3087,3087
KDM4A_tudor9601004_E1_3195.198,KDM4A,1616,4929,3313,3313,3313
LHX4_E4_135.11,LHX4,1026,2857,1831,1831,1831
KBTBD2_BTB21128_E1_1872.149,KBTBD2,1267,3074,1807,1807,1807
RFFL_1092.85,RFFL,1977,5060,3083,3083,3083
ASB9_885.74,ASB9,1893,4059,2166,2166,2166
FBXL2_1272.146,FBXL2,2096,5429,3333,3333,3333
TRIB3_PKc_E3_293.33,TRIB3,424,938,514,514,514
ZMIZ2_E13_75.4,ZMIZ2,1202,2688,1486,1486,1486
ADCK4_PKc_E9_82.4,ADCK4,528,1362,834,834,834
TTC3_6078.484,TTC3,1570,3993,2423,2423,2423
KLHL4_BTB172279_E1_2163.178,KLHL4,2676,6548,3872,3872,3872
ARID4A_E14_98.1,ARID4A,1729,4235,2506,2506,2506
DNAJC1_E12_33.0,DNAJC1,2201,5711,3510,3510,3510
DNAJC1_SANT2_E12_36.0,DNAJC1,2201,5711,3510,3510,3510
RCOR3_SANT2_E9_78.1,RCOR3,897,1824,927,927,927
UBR2_1320.25,UBR2,2800,6789,3989,3989,3989
RNF38_1548.59,RNF38,1256,2905,1649,1649,1649
RNF212B_903.0,RNF212B,1126,2708,1582,1582,1582
ZNF407_E1_4129.238,ZNF407,853,2165,1312,1312,1312
ASB1_1008.96,ASB1,1221,2988,1767,1767,1767
CHD2_Chromo_E10_101.3,CHD2,995,2278,1283,1283,1283
ZFP1_E4_723.8,ZFP1,1020,2376,1356,1356,1356
RNF170_777.4,RNF170,484,1370,886,886,886
NR4A1_E3_84.1,NR4A1,2715,6924,4209,4209,4209
TRIM3_2235.377,TRIM3,1206,2795,1589,1589,1589
CTSH_1008.124,CTSH,959,2494,1535,1535,1535
KAT2B_BD_e17_85.0,KAT2B,1994,5529,3535,3535,3535
PHF7_1146.14,PHF7,1520,3570,2050,2050,2050
SPPL2A_1563.53,SPPL2A,1903,4743,2840,2840,2840
TULP1_E13_99.11,TULP1,928,2008,1080,1080,1080
ZNF343_E7_915.34,ZNF343,866,2170,1304,1304,1304
ZNF429_E4_1188.90,ZNF429,3373,8353,4980,4980,4980
ANKIB1_3270.51,ANKIB1,1979,4872,2893,2893,2893
SENP8_639.13,SENP8,808,2042,1234,1234,1234
BARX2_E3_85.1,BARX2,2308,5674,3366,3366,3366
KLK5_882.26,KLK5,1907,5211,3304,3304,3304
FBXO15_2,FBXO15,1119,3043,1924,1924,1924
BTBD11_BTB9151022_E1_3315.26,BTBD11,1512,3518,2006,2006,2006
VAX2_E2_129.4,VAX2,1452,3642,2190,2190,2190
ZSWIM2_1902.49,ZSWIM2,1050,2521,1471,1471,1471
AZU1_756.142,AZU1,890,1997,1107,1107,1107
FBXW4_1239.70,FBXW4,826,1901,1075,1075,1075
BARX1_E2_89.4,BARX1,131,321,190,190,190
FBXL3_1287.76,FBXL3,2344,6230,3886,3886,3886
ZNF415_E4_831.65,ZNF415,2209,5246,3037,3037,3037
ZNF577_E7_657.32,ZNF577,1499,3836,2337,2337,2337
UBE2C_540.49,UBE2C,1296,2531,1235,1235,1235
TMPRSS11B_1251.61,TMPRSS11B,1230,2906,1676,1676,1676
DLX1_E2_129.8,DLX1,732,2213,1481,1481,1481
RNF8_1458.90,RNF8,1013,1794,781,781,781
ABL2_PKc_E7_178.9,ABL2,505,1285,780,780,780
DDB1_3423.84,DDB1,903,2038,1135,1135,1135
DNMT3A_PWWP_E8_159.1,DNMT3A,443,1130,687,687,687
ZFP36_E2_195.2,ZFP36,1494,3582,2088,2088,2088
ASB4_1281.135,ASB4,922,2246,1324,1324,1324
ZNF587_E3_567.8,ZNF587,2934,7802,4868,4868,4868
BTBD8_BTB207300_E1_1137.64,BTBD8,1212,3283,2071,2071,2071
TRIM71_2607.106,TRIM71,583,1593,1010,1010,1010
STAT5B_E9_176.6,STAT5B,1142,3175,2033,2033,2033
OVOL1_E4_47.1,OVOL1,1491,3064,1573,1573,1573
ZBTB18_E2_69.6,ZBTB18,2147,5901,3754,3754,3754
ZSCAN32_E7_555.45,ZSCAN32,1009,2653,1644,1644,1644
IRF6_E3_156.17,IRF6,1129,2820,1691,1691,1691
ADAM32_2364.156,ADAM32,1377,3420,2043,2043,2043
ZNF248_E6_1053.84,ZNF248,1047,2776,1729,1729,1729
ZNF726_E4_1281.76,ZNF726,2123,5226,3103,3103,3103
PhIP_BD2_e35_80.3,PhIP,1529,3455,1926,1926,1926
ZBTB26_E2_300.20,ZBTB26,919,1809,890,890,890
RPS6KA6_PKc_E7_107,RPS6KA6,393,913,520,520,520
FBXO8_960.65,FBXO8,655,1231,576,576,576
DPYSL3_2055.316,DPYSL3,1500,3482,1982,1982,1982
ZBTB11_E8_118.7,ZBTB11,484,889,405,405,405
FOXJ2_E2_138.8,FOXJ2,657,1529,872,872,872
SLX4_BTB699788_E1_5505.187,SLX4,946,1737,791,791,791
HOXC11_E2_171.13,HOXC11,948,2228,1280,1280,1280
BARD1_2277.137,BARD1,1073,1736,663,663,663
MTA3_E14_128.11,MTA3,1791,4627,2836,2836,2836
EHF_E8_188.12,EHF,2369,4941,2572,2572,2572
PADI4_e15_129.1,PADI4,619,1471,852,852,852
OMA1_1575.44,OMA1,2125,4762,2637,2637,2637
DPYSL5_1695.64,DPYSL5,1666,4149,2483,2483,2483
HECTD1_7833.485,HECTD1,1625,3940,2315,2315,2315
KLF2_E2_75.1,KLF2,2627,6226,3599,3599,3599
TPSD1_729.63,TPSD1,2261,5755,3494,3494,3494
KDM2B_2,KDM2B,574,1345,771,771,771
TBR1_E4_159.11,TBR1,2755,7598,4843,4843,4843
PBRM1_BD1_e3_98.6,PBRM1,2688,5397,2709,2709,2709
BTBD7_BTB268397_E1_3399.48,BTBD7,1269,3108,1839,1839,1839
TRIM16_1695.31,TRIM16,716,1519,803,803,803
ADAMTS5_2793.98,ADAMTS5,2149,4911,2762,2762,2762
neg20,neg20,4839,13097,8258,8258,8258
ZNF189_E3_1161.75,ZNF189,2825,7421,4596,4596,4596
ZNF557_E8_666.16,ZNF557,856,2234,1378,1378,1378
neg22,neg22,4825,14175,9350,9350,9350
MUSK_PKc_E15_647.2,MUSK,2057,5394,3337,3337,3337
MMP16_1824.217,MMP16,1039,2623,1584,1584,1584
USP2_1818.137,USP2,1123,3121,1998,1998,1998
BIRC6_14574.704,BIRC6,1560,3763,2203,2203,2203
PHF19_Phd2_E6_26.0,PHF19,949,3181,2232,2232,2232
USP45_2445.78,USP45,1806,4239,2433,2433,2433
RNF125_699.13,RNF125,911,2108,1197,1197,1197
neg75,neg75,4433,12272,7839,7839,7839
FOXJ3_E4_75.4,FOXJ3,3285,8885,5600,5600,5600
GRK5_PKc_E7_51,GRK5,1780,5003,3223,3223,3223
ZNF615_E7_1578.33,ZNF615,1206,3287,2081,2081,2081
PARP14_Macro10141155_E1_5406.179,PARP14,1935,4944,3009,3009,3009
PRKRIR_E1_80.1,PRKRIR,1447,2215,768,768,768
PRMT8_e5_143.11,PRMT8,1360,3243,1883,1883,1883
INPP5E_1935.25,INPP5E,1694,4663,2969,2969,2969
C9orf3_2460.311,C9orf3,1424,4030,2606,2606,2606
RNF39_1263.219,RNF39,189,667,478,478,478
KMT2C_Phd1_E8_138.3,KMT2C,1230,2694,1464,1464,1464
TRIM38_1398.149,TRIM38,1696,4649,2953,2953,2953
TSHZ1_E2_221.33,TSHZ1,970,2764,1794,1794,1794
CAPN8_2112.65,CAPN8,1650,4002,2352,2352,2352
ZNF157_E4_1023.89,ZNF157,1704,4560,2856,2856,2856
HSF2_E3_128.0,HSF2,2380,5481,3101,3101,3101
PIAS2_1866.187,PIAS2,1600,3231,1631,1631,1631
ZNF510_E6_1272.20,ZNF510,1210,2214,1004,1004,1004
EZH2_SANT2_E11_170.3,EZH2,1259,2499,1240,1240,1240
USP46_1101.86,USP46,1711,4888,3177,3177,3177
AZU1_756.104,AZU1,1593,3685,2092,2092,2092
ZNF582_E5_663.32,ZNF582,1760,3923,2163,2163,2163
MXD4_E4_115.7,MXD4,997,2406,1409,1409,1409
BHLHE40_E3_108.7,BHLHE40,1398,3395,1997,1997,1997
ALX3_E3_42.3,ALX3,500,1367,867,867,867
ZBTB18_BTB23119_E1_1596.1,ZBTB18,1668,4490,2822,2822,2822
TDRD6_tudor15711609_E1_6291.287,TDRD6,1434,3146,1712,1712,1712
CHD3_D_e15_201.10,CHD3,965,2376,1411,1411,1411
TAL2_E1_168.3,TAL2,851,2177,1326,1326,1326
INO80_D_e16_143.11,INO80,1712,3600,1888,1888,1888
ZNRF3_2811.80,ZNRF3,1280,3404,2124,2124,2124
FBXL4_1866.100,FBXL4,1225,2594,1369,1369,1369
TFAP2B_E7_217.25,TFAP2B,493,1370,877,877,877
HAT1_e5_180.4,HAT1,3088,7295,4207,4207,4207
FBXO11_2784.136,FBXO11,803,2464,1661,1661,1661
ARGFX_E4_132.2,ARGFX,1526,3962,2436,2436,2436
ADAMTS9_5808.695,ADAMTS9,2070,5289,3219,3219,3219
MAST4_PKc_E17_133.8,MAST4,788,1944,1156,1156,1156
FBXO3_1416.132,FBXO3,1348,2980,1632,1632,1632
PSKH2_PKc_E2_667.27,PSKH2,144,305,161,161,161
SNAPC4_E12_95.12,SNAPC4,3259,5449,2190,2190,2190
SNAPC4_SANT3_E12_95.12,SNAPC4,3259,5449,2190,2190,2190
ZBTB45_E3_212.23,ZBTB45,1858,3764,1906,1906,1906
KLK3_786.82,KLK3,1931,5201,3270,3270,3270
TBX5_E5_148.13,TBX5,1001,2440,1439,1439,1439
OTUD5_1716.259,OTUD5,2072,5085,3013,3013,3013
TSSK6_PKc_E1_771.48,TSSK6,814,2245,1431,1431,1431
FBXO46_1812.171,FBXO46,1598,3966,2368,2368,2368
CTSD_1239.215,CTSD,3244,8448,5204,5204,5204
USP48_3108.28,USP48,1581,3982,2401,2401,2401
UBE4A_3201.198,UBE4A,1169,3379,2210,2210,2210
FMR1_Agenet59117_E1_1899.12,FMR1,1065,2801,1736,1736,1736
BHLHA15_E1_165.5,BHLHA15,595,1692,1097,1097,1097
SOX4_E1_216.5,SOX4,336,896,560,560,560
SETDB1_E13_186.8,SETDB1,2763,5956,3193,3193,3193
SETDB1_MBD_E13_186.8,SETDB1,2763,5956,3193,3193,3193
USP17L13_885.48,USP17L13,4303,9051,4748,4748,4748
USP17L17_885.48,USP17L17,4303,9051,4748,4748,4748
ZNF749_E3_1185.48,ZNF749,2555,6330,3775,3775,3775
ZNF506_E4_579.21,ZNF506,1305,2765,1460,1460,1460
KDM4A_Phd_E14_205.2,KDM4A,1589,4271,2682,2682,2682
TAF3_Phd_E6_77.5,TAF3,1764,3849,2085,2085,2085
RBBP6_5379.448,RBBP6,1230,2037,807,807,807
GGTLC2_657.112,GGTLC2,923,1721,798,798,798
TRIM36_2187.82,TRIM36,1373,3229,1856,1856,1856
ZNF813_E4_1236.91,ZNF813,1160,3001,1841,1841,1841
TRIM3_2235.4,TRIM3,895,2567,1672,1672,1672
ZNF561_E6_897.4,ZNF561,4601,10759,6158,6158,6158
ESPL1_6363.456,ESPL1,1127,1890,763,763,763
GRHL1_E9_159.13,GRHL1,1594,4325,2731,2731,2731
TRIM56_2268.559,TRIM56,753,1953,1200,1200,1200
ZNF362_E6_224.13,ZNF362,634,1520,886,886,886
ROR1_PKc_E9_849.47,ROR1,941,2176,1235,1235,1235
FOXR2_E1_246.29,FOXR2,1783,4333,2550,2550,2550
ZNF852_E4_1077.44,ZNF852,1625,4474,2849,2849,2849
KMT2B_Phd3_E15_109.4,KMT2B,559,1558,999,999,999
TET2_e10_86.1,TET2,2153,4759,2606,2606,2606
TWIST2_Ex_176.8,TWIST2,1113,2786,1673,1673,1673
Rosa26,Rosa26,1328,2542,1214,1214,1214
ZNF740_E6_119.5,ZNF740,1077,2589,1512,1512,1512
ZNF616_E4_1668.118,ZNF616,2551,6628,4077,4077,4077
ZNF620_E5_570.29,ZNF620,1656,4325,2669,2669,2669
CASP3_834.58,CASP3,1391,3456,2065,2065,2065
KLHL2_BTB50157_E1_1794.162,KLHL2,1109,2257,1148,1148,1148
FBXO41_2628.66,FBXO41,827,1808,981,981,981
ZNF251_E5_1287.106,ZNF251,1144,3246,2102,2102,2102
SETDB1_e20_55.0,SETDB1,1865,3978,2113,2113,2113
CBLC_1425.174,CBLC,248,617,369,369,369
NR2C1_E5_180.6,NR2C1,1318,3282,1964,1964,1964
RNF214_2112.129,RNF214,1179,2869,1690,1690,1690
MMP13_1416.134,MMP13,2107,4873,2766,2766,2766
KCNB1_BTB33132_E1_2577.19,KCNB1,566,1115,549,549,549
CELA3A_813.52,CELA3A,808,1936,1128,1128,1128
ZNF613_E6_981.47,ZNF613,1304,2826,1522,1522,1522
ANKK1_PKc_E2_295.2,ANKK1,1053,2728,1675,1675,1675
SENP5_2268.125,SENP5,845,1682,837,837,837
TDRD3_tudor652700_E1_2235.102,TDRD3,814,1728,914,914,914
IRF3_E2_153.22,IRF3,1902,5219,3317,3317,3317
SMNDC1_tudor76124_E1_717.11,SMNDC1,1022,2120,1098,1098,1098
MEF2B_E3_180.6,MEF2B,1089,2161,1072,1072,1072
ZNF35_E4_834.16,ZNF35,1297,2711,1414,1414,1414
CTRB1_792.67,CTRB1,1582,3311,1729,1729,1729
SNAPC4_SANT2_E10_90.0,SNAPC4,1361,2335,974,974,974
TRIM63_1062.50,TRIM63,1293,2585,1292,1292,1292
HEY1_E3_84.3,HEY1,2097,4563,2466,2466,2466
CPA4_1266.86,CPA4,1467,3845,2378,2378,2378
UBE2F_558.55,UBE2F,581,1566,985,985,985
HDAC2_e6_140.2,HDAC2,2742,7051,4309,4309,4309
FBXO38_8,FBXO38,1331,3365,2034,2034,2034
IRX4_E6_180.15,IRX4,1297,3334,2037,2037,2037
MLL1_e35_130.8,MLL1,1359,3146,1787,1787,1787
USP13_2592.99,USP13,1097,2623,1526,1526,1526
SOX21_E1_216.14,SOX21,2542,6714,4172,4172,4172
PKN1_PKc_E16_177.11,PKN1,599,1435,836,836,836
ZNF93_E4_1329.32,ZNF93,3425,8700,5275,5275,5275
ESX1_E2_89.4,ESX1,749,1807,1058,1058,1058
MARCH6_2733.191,6-Mar,1619,4505,2886,2886,2886
NSD1_Phd1_E12_120.8,NSD1,1328,2922,1594,1594,1594
SP110_Phd_E15_101.5,SP110,1202,3105,1903,1903,1903
NR1D1_E3_89.7,NR1D1,583,1367,784,784,784
DMTF1_E12_110.3,DMTF1,3620,8502,4882,4882,4882
CXXC5_CXXC255296_E1_969.87,CXXC5,158,304,146,146,146
RNF112_1896.314,RNF112,832,1793,961,961,961
MNAT1_930.17,MNAT1,1038,2376,1338,1338,1338
KLK6_735.125,KLK6,1557,3984,2427,2427,2427
ZBTB47_E6_155.6,ZBTB47,1230,3021,1791,1791,1791
PITX2_E2_135.7,PITX2,973,2490,1517,1517,1517
TLX3_E2_167.0,TLX3,707,1507,800,800,800
JDP2_E4_96.5,JDP2,1408,3410,2002,2002,2002
SHOX_E3_135.11,SHOX,702,1375,673,673,673
NKX6_1_E3_42.3,NKX6,1207,3042,1835,1835,1835
ZNF878_E4_1200.0,ZNF878,2460,6036,3576,3576,3576
ATRX_ADD167270_E1_7479.28,ATRX,1097,2766,1669,1669,1669
SUV39H1_e3_105.3,SUV39H1,1188,3457,2269,2269,2269
SUPT16H_3144.54,SUPT16H,1321,2254,933,933,933
ZNF880_E4_1221.60,ZNF880,2102,4753,2651,2651,2651
PBX3_E5_136.9,PBX3,1977,4908,2931,2931,2931
HDAC6_a1_e9_105.4,HDAC6,3158,7398,4240,4240,4240
MKRN2_1251.111,MKRN2,719,1768,1049,1049,1049
HTRA1_1443.171,HTRA1,696,2331,1635,1635,1635
ZNF823_E4_1167.64,ZNF823,2442,5921,3479,3479,3479
CHD1L_D_e6_82.1,CHD1L,3371,8163,4792,4792,4792
ZIC5_E1_118.17,ZIC5,1400,3726,2326,2326,2326
SOX30_E2_202.9,SOX30,2083,5293,3210,3210,3210
TFAP2B_E5_119.3,TFAP2B,688,1825,1137,1137,1137
RNF112_1896.18,RNF112,675,1429,754,754,754
USP50_1005.26,USP50,3511,8061,4550,4550,4550
BRD3_BD2_e7_129.0,BRD3,1282,3167,1885,1885,1885
MAPKAPK2_PKc_E3_65.1,MAPKAPK2,922,2262,1340,1340,1340
IHH_1236.86,IHH,1152,2535,1383,1383,1383
ZNF776_E3_666.52,ZNF776,1318,3581,2263,2263,2263
HMBOX1_E9_86.0,HMBOX1,1060,2803,1743,1743,1743
MMP11_1467.45,MMP11,939,2443,1504,1504,1504
PDGFRA_PKc_E13_105.11,PDGFRA,2134,4772,2638,2638,2638
SP110_E13_88.4,SP110,2944,6505,3561,3561,3561
UBP1_E3_77.2,UBP1,1504,3848,2344,2344,2344
MAFG_E3_210.20,MAFG,363,810,447,447,447
ATRX_D_e18_147.2,ATRX,1207,2497,1290,1290,1290
ESPL1_6363.422,ESPL1,1749,3105,1356,1356,1356
MYOD1_E1_171.10,MYOD1,1111,2477,1366,1366,1366
ZFP36L1_E2_189.11,ZFP36L1,1406,3941,2535,2535,2535
ZNF134_E3_1116.59,ZNF134,1519,4016,2497,2497,2497
ZNF627_E4_663.10,ZNF627,2078,4127,2049,2049,2049
ASB11_972.95,ASB11,384,933,549,549,549
PHF20L1_Phd_E16_45.1,PHF20L1,781,2415,1634,1634,1634
SOX15_E1_216.3,SOX15,580,1649,1069,1069,1069
KDM2A_Phd_E15_111.4,KDM2A,3218,5514,2296,2296,2296
KDM2A_2,KDM2A,3218,5514,2296,2296,2296
IKZF2_E6_83.1,IKZF2,1546,3655,2109,2109,2109
PIAS3_E9_129.6,PIAS3,873,2070,1197,1197,1197
PIAS3_1887.232,PIAS3,873,2070,1197,1197,1197
CHD1L_Macro716866_E1_2694.206,CHD1L,1966,4870,2904,2904,2904
ZBTB33_E3_657.9,ZBTB33,1738,5139,3401,3401,3401
USP33_2829.149,USP33,794,2055,1261,1261,1261
RHOXF1_E1_89.2,RHOXF1,2531,6412,3881,3881,3881
ZNF766_E4_582.38,ZNF766,1250,3093,1843,1843,1843
LPA_6123.456,LPA,2040,4768,2728,2728,2728
NEURL3_789.64,NEURL3,840,1703,863,863,863
LCK_PKc_E11_154.1,LCK,1983,5389,3406,3406,3406
UHMK1_PKc_E5_76.1,UHMK1,276,558,282,282,282
MYCBP2_14037.725,MYCBP2,670,1631,961,961,961
HECTD3_2586.211,HECTD3,945,2261,1316,1316,1316
ETV4_E12_102.3,ETV4,1280,2857,1577,1577,1577
CUL2_2295.10,CUL2,1902,3041,1139,1139,1139
EP300_BD_e18_196.15,EP300,1960,3918,1958,1958,1958
MAP3K6_PKc_E17_137.9,MAP3K6,438,907,469,469,469
XIAP_1494.10,XIAP,789,2169,1380,1380,1380
OTX2_E2_135.8,OTX2,796,1974,1178,1178,1178
ZNF780A_E6_1410.92,ZNF780A,2848,6810,3962,3962,3962
ZNF669_E4_498.29,ZNF669,1264,3222,1958,1958,1958
MLLT6_ePhd_E3_55.5,MLLT6,518,1319,801,801,801
KCNG4_BTB61160_E1_1560.285,KCNG4,896,1834,938,938,938
CDC7_PKc_E5_94.1,CDC7,827,1282,455,455,455
TET3_e9_138.1,TET3,1613,3698,2085,2085,2085
FBXO38_6,FBXO38,1343,2658,1315,1315,1315
ZSCAN4_E5_321.9,ZSCAN4,2054,4852,2798,2798,2798
MAFA_E1_273.36,MAFA,1833,3810,1977,1977,1977
SALL1_E2_2190.110,SALL1,1027,2957,1930,1930,1930
ASB4_1281.72,ASB4,987,2159,1172,1172,1172
ALG13_Tudor_E14_101.4,ALG13,923,2334,1411,1411,1411
KLK14_804.7,KLK14,2054,4845,2791,2791,2791
CDKL1_PKc_E2_122,CDKL1,348,660,312,312,312
KLHL32_BTB32137_E1_1863.17,KLHL32,1034,3239,2205,2205,2205
MAP3K11_PKc_E2_181.2,MAP3K11,1116,2936,1820,1820,1820
ZNF446_E7_69.1,ZNF446,863,2379,1516,1516,1516
SEBOX_E2_135.16,SEBOX,1124,2802,1678,1678,1678
ZNF23_E6_1326.84,ZNF23,1772,3982,2210,2210,2210
SIM1_E1_153.11,SIM1,503,1091,588,588,588
E2F5_E1_87.0,E2F5,959,2656,1697,1697,1697
TULP1_E15_113.14,TULP1,1408,3037,1629,1629,1629
ZBTB38_E8_2331.157,ZBTB38,1559,3890,2331,2331,2331
ZNF791_E4_1428.87,ZNF791,2658,7065,4407,4407,4407
ZNF236_Ex_357.40,ZNF236,1740,2948,1208,1208,1208
ZNF584_E4_495.17,ZNF584,760,1903,1143,1143,1143
MAP3K4_PKc_E21_71.2,MAP3K4,1271,3145,1874,1874,1874
STUB1_696.4,STUB1,522,1602,1080,1080,1080
MIB1_3021.200,MIB1,3172,7093,3921,3921,3921
CPM_1332.116,CPM,1330,3154,1824,1824,1824
SREBF1_E6_108.9,SREBF1,1124,1868,744,744,744
BTBD6_BTB76183_E1_1458.28,BTBD6,1133,3238,2105,2105,2105
TRAF7_2013.67,TRAF7,842,1914,1072,1072,1072
MSX2_E2_177.15,MSX2,1089,3005,1916,1916,1916
HMGXB4_E6_79.3,HMGXB4,2115,6287,4172,4172,4172
BTBD19_BTB30123_E1_876.6,BTBD19,575,1418,843,843,843
TRIM62_1428.29,TRIM62,1470,3927,2457,2457,2457
LHX8_E8_96.4,LHX8,463,1366,903,903,903
BLK_PKc_E10_77.4,BLK,727,2121,1394,1394,1394
PSMB7_834.31,PSMB7,1859,3053,1194,1194,1194
CUL2_2295.123,CUL2,1072,2368,1296,1296,1296
ZNF224_E6_1320.113,ZNF224,5060,11229,6169,6169,6169
ZZZ3_E10_102.4,ZZZ3,1844,3395,1551,1551,1551
ZZZ3_SANT_E10_102.4,ZZZ3,1844,3395,1551,1551,1551
ELP3_e13_81.8,ELP3,2196,4414,2218,2218,2218
RNF222_663.54,RNF222,1394,3565,2171,2171,2171
UNKL_2052.342,UNKL,135,318,183,183,183
ABTB1_BTB273376_E1_1437.158,ABTB1,663,1882,1219,1219,1219
TRIM72_1434.279,TRIM72,366,731,365,365,365
ZNF333_E12_972.3,ZNF333,2285,5606,3321,3321,3321
POLR2A_e27.1,POLR2A,4764,8130,3366,3366,3366
BPTF_Phd1_E2_129.8,BPTF,674,1564,890,890,890
SETDB1_E13_186.4,SETDB1,1680,3995,2315,2315,2315
SETDB1_MBD_E13_186.4,SETDB1,1680,3995,2315,2315,2315
HR_e17_165.25,HR,1255,3720,2465,2465,2465
TRIM23_1725.15,TRIM23,1419,3984,2565,2565,2565
PIAS3_1887.257,PIAS3,819,2270,1451,1451,1451
STUB1_696.45,STUB1,2344,6527,4183,4183,4183
ACAT1_e8_96.1,ACAT1,2165,4858,2693,2693,2693
ZNF813_E4_1236.50,ZNF813,1471,3648,2177,2177,2177
HERC3_2799.160,HERC3,640,1610,970,970,970
USP30_1554.127,USP30,1028,2408,1380,1380,1380
SUV420H1_e6_45.0,SUV420H1,1219,3204,1985,1985,1985
HOXA9_E2_171.4,HOXA9,2011,4891,2880,2880,2880
PIAS1_Ex_220.2,PIAS1,4251,9881,5630,5630,5630
PIAS1_1956.39,PIAS1,4251,9881,5630,5630,5630
ZNF383_E5_969.42,ZNF383,1182,2449,1267,1267,1267
CCNF_2361.11,CCNF,230,911,681,681,681
TRIM10_1446.44,TRIM10,1084,3113,2029,2029,2029
MARCH3_762.86,3-Mar,1846,4992,3146,3146,3146
CSK_PKc_E7_61.3,CSK,563,1664,1101,1101,1101
ATXN3L_1068.67,ATXN3L,1124,3460,2336,2336,2336
FBXO5_1206.50,FBXO5,849,1361,512,512,512
RUNX3_E2_126.1,RUNX3,937,2466,1529,1529,1529
SPIN3_Spinlin210254_E1_777.59,SPIN3,790,2240,1450,1450,1450
USP27X_1317.74,USP27X,977,2309,1332,1332,1332
COMMD3_588.19,COMMD3,702,1292,590,590,590
USP32_4815.338,USP32,2368,5696,3328,3328,3328
TRIM10_1446.28,TRIM10,2323,6208,3885,3885,3885
POU4F3_E2_177.14,POU4F3,963,2309,1346,1346,1346
ATAD2B_BD_e21_95.5,ATAD2B,3370,7859,4489,4489,4489
SCPEP1_1359.94,SCPEP1,1262,2890,1628,1628,1628
EEF2K_PKc_E7_150.5,EEF2K,985,2484,1499,1499,1499
RNF135_1299.209,RNF135,199,512,313,313,313
ADAMTS7_5061.1074,ADAMTS7,1688,4455,2767,2767,2767
