Gene	sgRNA	Ctrl_3|beta	Ctrl_3|z	Ctrl_3|p-value	Ctrl_3|fdr	Ctrl_3|wald-p-value	Ctrl_3|wald-fdr
SP5	5	0.064178	0.96633	0.36945	0.6604	0.33388	0.5021
SP6	6	-0.16886	-2.1375	0.63851	0.84889	0.032558	0.16865
SP7	6	-0.074934	-0.72739	0.98521	0.99457	0.46699	0.62982
SP8	5	0.061488	1.4781	0.37998	0.67151	0.13937	0.28842
SP9	5	-0.12059	-1.2274	0.78953	0.91316	0.21966	0.3789
SPDEF	6	-0.012841	-0.41066	0.70506	0.87943	0.68132	0.78517
SPI1	6	-0.022377	-0.58161	0.76251	0.90316	0.56083	0.68908
SPIB	6	0.19112	1.3724	0.018487	0.12948	0.16994	0.32458
SPIC	6	-0.28928	-1.9455	0.3339	0.62845	0.05171	0.19141
SPZ1	3	0.017841	0.66187	0.72526	0.89317	0.50806	0.66357
SREBF1	6	-0.691	-3.1851	0.028726	0.17535	0.0014471	0.020031
SREBF2	6	-0.60016	-2.2381	0.052332	0.25309	0.025216	0.14487
SRF	6	-1.084	-3.6582	0.0025597	0.029508	0.00025401	0.0049072
SRY	6	0.27183	1.9939	0.0019909	0.024911	0.046162	0.188
SSRP1	6	-0.83159	-3.4352	0.01223	0.096197	0.00059218	0.0098212
ST18	8	0.086546	1.2541	0.15501	0.43151	0.2098	0.36845
STAT1	7	-0.025148	-0.47084	0.73606	0.89624	0.63776	0.75475
STAT2	6	-0.042277	-0.78891	0.85182	0.94212	0.43016	0.59616
STAT3	7	0.013024	0.40756	0.52617	0.7839	0.6836	0.78649
STAT4	7	0.0051919	0.14634	0.56769	0.81171	0.88365	0.93245
STAT5A	7	-0.29531	-2.6579	0.29152	0.59283	0.0078624	0.067755
STAT5B	7	-0.1772	-1.9294	0.59272	0.82483	0.05368	0.19295
STAT6	7	-0.06751	-1.3341	0.97753	0.99457	0.18216	0.33852
SUB1	8	-0.20672	-1.8017	0.49289	0.76161	0.071598	0.20943
T	7	-0.010697	-0.33889	0.65501	0.85423	0.7347	0.82583
TADA2A	11	-0.33124	-3.4271	0.14761	0.41855	0.00061012	0.010071
TADA2B	9	-1.466	-5.3955	0	0	6.8325e-08	4.0038e-06
TAL1	6	-0.1748	-1.9248	0.62002	0.83885	0.054257	0.19354
TAL2	6	0.13137	1.7374	0.086177	0.32935	0.082314	0.21921
TBR1	3	0.071444	0.82492	0.48834	0.75906	0.40942	0.57397
TBX1	4	-0.29017	-2.081	0.40131	0.69031	0.03743	0.18053
TBX10	7	-0.14383	-1.7813	0.70535	0.87943	0.074864	0.21331
TBX15	6	0.1218	2.0036	0.10609	0.36605	0.045108	0.188
TBX18	8	0.095734	2.2518	0.12912	0.39478	0.024335	0.14257
TBX19	7	-0.028467	-1.2089	0.75967	0.90316	0.22669	0.38862
TBX2	7	-0.019294	-0.42019	0.70535	0.87943	0.67435	0.78148
TBX20	7	0.035314	0.85383	0.41155	0.69836	0.3932	0.55656
TBX21	7	-0.15815	-2.309	0.65387	0.85306	0.020946	0.12989
TBX22	6	0.13791	1.7705	0.073948	0.30233	0.076649	0.2149
TBX3	7	-0.0021574	-0.027171	0.60922	0.83476	0.97832	0.98901
TBX4	7	0.07134	1.8437	0.24118	0.53535	0.065226	0.20426
TBX5	7	0.13763	2.0005	0.05802	0.26772	0.045442	0.188
TBX6	7	-0.21858	-2.2509	0.47298	0.74809	0.024394	0.14257
TCF12	6	0.20605	1.8939	0.010808	0.08776	0.058243	0.19771
TCF15	6	0.11128	1.0172	0.13225	0.39846	0.30904	0.47805
TCF21	6	0.17545	1.808	0.028441	0.17391	0.07061	0.20919
TCF23	6	0.045188	1.3394	0.39221	0.68301	0.18045	0.33692
TCF3	6	0.087744	0.79527	0.20506	0.49724	0.42645	0.59219
TCF4	6	0.024238	0.62575	0.50114	0.76742	0.53148	0.67903
TCF7	6	-0.1589	-2.0306	0.66923	0.86152	0.042293	0.18638
TCF7L1	6	-0.74835	-2.2392	0.018771	0.12992	0.025142	0.14487
TCF7L2	6	-1.0914	-3.2687	0.0022753	0.027027	0.0010806	0.015635
TEAD1	7	-0.44668	-2.6138	0.11149	0.37548	0.0089533	0.073209
TEAD2	7	0.12662	1.7723	0.079352	0.3149	0.076345	0.21451
TEAD3	7	-0.22962	-2.4193	0.44198	0.72549	0.01555	0.10575
TEAD4	7	-0.11016	-1.4163	0.83788	0.93762	0.15669	0.31002
TEF	6	-0.032092	-1.0029	0.80603	0.92253	0.31591	0.48398
TERF1	12	-1.0688	-4.7483	0	0	2.0513e-06	8.1038e-05
TERF2	12	-3.095	-9.426	0	0	4.2607e-21	2.9961e-18
TFAM	7	-1.6521	-4.3075	0	0	1.6515e-05	0.00045721
TFAP2A	7	0.032243	0.45187	0.4252	0.7092	0.65136	0.76441
TFAP2B	7	0.02294	0.4082	0.4744	0.74877	0.68313	0.78642
TFAP2C	7	-0.038907	-1.4266	0.82395	0.93151	0.15371	0.30655
TFAP2D	6	0.048119	1.0214	0.37315	0.6643	0.30705	0.47559
TFAP2E	7	0.031969	0.42718	0.42605	0.70995	0.66925	0.77688
TFAP4	6	-0.15204	-2.2219	0.69056	0.87244	0.02629	0.14874
TFCP2	7	-0.0024798	-0.086649	0.61149	0.8369	0.93095	0.96253
TFCP2L1	7	-0.02071	-0.37256	0.71132	0.8825	0.70947	0.80607
TFDP1	6	-0.56711	-2.0881	0.061718	0.27608	0.036786	0.18002
TFDP2	2	0.096518	1.0802	0.49033	0.75947	0.28007	0.44558
TFDP3	6	0.16557	1.9108	0.03868	0.21053	0.056027	0.19523
TFE3	6	0.16654	1.74	0.037827	0.20814	0.081861	0.21888
TFEB	6	-0.087497	-1.3799	0.92918	0.98285	0.16761	0.32203
TFEC	3	0.096588	1.1398	0.38026	0.67151	0.25439	0.41933
TGIF1	6	-0.42395	-2.7569	0.14534	0.41592	0.0058358	0.055158
TGIF2	6	-0.050873	-0.70336	0.89647	0.9648	0.48183	0.64257
TGIF2LX	1	0.049611	0.69315	0.84585	0.93965	0.48822	0.64809
TGIF2LY	6	0.19569	2.0654	0.016496	0.1191	0.038886	0.18302
THAP1	6	-2.2055	-4.8047	0	0	1.5496e-06	6.6764e-05
THAP10	6	-0.059163	-0.84385	0.94425	0.9881	0.39875	0.56215
THAP11	6	-2.5572	-5.9822	0	0	2.2011e-09	1.9844e-07
THAP2	6	0.16728	1.6719	0.036689	0.20315	0.094553	0.23451
THAP3	6	-0.076522	-1.5539	0.98066	0.99457	0.12021	0.26598
THAP4	6	0.14886	1.9136	0.056314	0.2619	0.05567	0.19476
THAP5	6	0.016609	0.24068	0.54721	0.80133	0.8098	0.87879
THAP6	6	-0.10847	-1.9027	0.84215	0.93887	0.057075	0.19638
THAP7	7	-0.10371	-0.98941	0.86576	0.94952	0.32246	0.4906
THAP8	6	-0.26213	-2.5243	0.39192	0.68301	0.011592	0.08753
THAP9	6	-0.078105	-0.99824	0.97412	0.99457	0.31816	0.48617
THRA	7	-0.21266	-2.0485	0.49033	0.75947	0.040507	0.18555
THRB	4	0.00702	0.093277	0.73038	0.89402	0.92568	0.95839
TLX1	6	0.10185	1.2817	0.15956	0.43897	0.19995	0.35886
TLX2	6	0.085944	1.1767	0.21274	0.50505	0.23932	0.40222
TLX3	6	0.15492	1.5752	0.048919	0.24501	0.11521	0.26084
TOX	6	0.060087	1.6021	0.31371	0.61007	0.10913	0.2522
TOX2	7	0.14024	2.0295	0.05347	0.25613	0.042407	0.18638
TOX3	6	0.1361	2.0851	0.077361	0.30909	0.037063	0.18002
TOX4	5	0.10729	1.2342	0.19852	0.49225	0.21712	0.37631
TP53	6	-0.1301	-2.1609	0.76251	0.90316	0.030701	0.1643
TP63	8	0.051764	1.1887	0.28697	0.58765	0.23457	0.39798
TP73	7	-0.3106	-2.2987	0.26365	0.56065	0.021521	0.13205
TRERF1	14	-0.016974	-0.46233	0.49175	0.761	0.64384	0.75902
TRPS1	6	0.57879	1.7238	0	0	0.084748	0.22281
TSC22D1	6	-0.16225	-2.1855	0.65785	0.85603	0.028855	0.15801
TSC22D2	5	-0.16696	-1.4337	0.65614	0.85476	0.15166	0.30436
TSC22D3	6	0.2637	2.0067	0.0022753	0.027027	0.044786	0.188
TSC22D4	6	-0.081001	-1.5161	0.96331	0.99386	0.12949	0.27695
TSHZ1	6	0.084638	1.5218	0.21615	0.50767	0.12806	0.27523
TSHZ3	6	0.15838	1.9096	0.045791	0.233	0.056183	0.19531
TTF1	12	-3.19	-10.217	0	0	1.6639e-24	1.9501e-21
TUB	8	-0.069543	-1.7045	0.938	0.98624	0.088291	0.22692
TULP1	8	-0.16717	-2.1848	0.63225	0.84621	0.028904	0.15801
TULP2	8	-0.099869	-1.8369	0.91809	0.97641	0.066222	0.2047
TULP3	8	-0.028704	-0.34891	0.72526	0.89317	0.72716	0.81971
TULP4	21	0.045001	1.7925	0.081911	0.32071	0.073045	0.21113
TWIST1	6	-0.031451	-0.27539	0.80205	0.92097	0.78302	0.85885
TWIST2	6	0.18339	1.9566	0.022469	0.14576	0.050389	0.19047
UBP1	8	-0.10678	-1.9688	0.8814	0.95648	0.048976	0.18937
UBTF	8	-1.6533	-4.1758	0	0	2.9698e-05	0.00076217
UBTFL1	6	0.020091	0.41195	0.52787	0.78505	0.68037	0.78458
UNCX	6	0.064624	1.0965	0.29835	0.59943	0.27286	0.43828
USF1	8	0.061949	0.71422	0.24488	0.54044	0.47509	0.63644
USF2	6	0.22421	1.8778	0.0059727	0.059322	0.060409	0.19981
VAX1	7	0.056633	0.99204	0.30631	0.6037	0.32118	0.48928
VAX2	7	0.068624	0.84883	0.25313	0.54938	0.39598	0.55923
VDR	6	0.061189	0.74799	0.31086	0.60925	0.45447	0.61999
VENTX	6	-0.13496	-1.5516	0.74801	0.90161	0.12075	0.26634
VEZF1	6	-0.042558	-0.445	0.85353	0.94282	0.65632	0.76737
VSX1	6	-0.11638	-1.0966	0.81229	0.92577	0.27283	0.43828
VSX2	6	-0.10215	-1.0867	0.86433	0.94939	0.27718	0.44298
WHSC1	18	-0.10071	-2.7785	0.96871	0.99457	0.0054602	0.052742
WT1	7	0.074216	1.5147	0.22924	0.52031	0.12986	0.27739
XBP1	4	-0.10544	-0.93477	0.80319	0.92107	0.34991	0.51823
YBX1	6	-1.6572	-4.5202	0	0	6.179e-06	0.0001975
YBX2	6	-0.23301	-1.6019	0.45677	0.7348	0.10917	0.2522
YBX3	5	-0.14905	-1.2572	0.70506	0.87943	0.20869	0.36707
YY1	7	-1.848	-4.3984	0	0	1.0904e-05	0.00032216
YY2	6	0.090793	1.6107	0.19312	0.48639	0.10725	0.25009
ZBED1	6	0.13217	2.1525	0.084755	0.32675	0.03136	0.16681
ZBED2	6	0.12393	1.6697	0.10182	0.36125	0.094981	0.23451
ZBED3	6	0.075587	1.2148	0.25028	0.54455	0.22445	0.3857
ZBED4	6	-0.013628	-0.34829	0.70876	0.88088	0.72762	0.81971
ZBTB1	12	-0.52965	-3.7193	0.013652	0.10367	0.00019975	0.0039679
ZBTB10	9	-0.012781	-0.44975	0.59528	0.82629	0.65289	0.76449
ZBTB11	13	-1.569	-5.0988	0	0	3.4182e-07	1.6024e-05
ZBTB12	11	-0.19089	-2.1692	0.49886	0.76527	0.030064	0.16278
ZBTB14	12	0.13414	2.5649	0.015074	0.11158	0.01032	0.080677
ZBTB16	13	0.12611	2.5532	0.015927	0.11715	0.010675	0.082311
ZBTB17	14	-1.7158	-6.6994	0	0	2.093e-11	3.0662e-09
ZBTB18	12	0.18303	2.6343	0.00056883	0.0084388	0.0084303	0.070073
ZBTB2	12	0.21022	2.4122	0	0	0.015857	0.10743
ZBTB20	12	-0.031275	-0.64435	0.62144	0.83974	0.51935	0.67084
ZBTB21	12	0.13887	2.8164	0.012514	0.09713	0.0048565	0.04851
ZBTB24	14	-0.22882	-3.4123	0.32821	0.62043	0.00064412	0.010431
ZBTB25	11	-0.022821	-0.454	0.59499	0.82629	0.64983	0.76287
ZBTB26	12	0.067878	1.5955	0.12344	0.38718	0.1106	0.25415
ZBTB3	11	-0.11	-1.8396	0.87998	0.95613	0.065834	0.20448
ZBTB32	12	-0.019308	-0.29553	0.54295	0.79825	0.76759	0.8511
ZBTB33	12	0.21626	2.869	0	0	0.0041183	0.043353
ZBTB34	12	-0.088652	-1.9171	0.98151	0.99457	0.055229	0.19399
ZBTB37	12	0.0071011	0.19673	0.37969	0.67151	0.84404	0.90422
ZBTB38	12	0.043982	1.2824	0.2008	0.49372	0.19971	0.35868
ZBTB4	13	0.035259	0.69013	0.21331	0.50505	0.49011	0.64954
ZBTB40	13	-0.22708	-3.3943	0.33589	0.62845	0.00068815	0.010706
ZBTB41	13	0.1607	2.6049	0.0036974	0.040248	0.0091904	0.074627
ZBTB42	12	0.041889	0.89161	0.20848	0.50103	0.3726	0.5389
ZBTB43	12	0.0020194	0.045023	0.4087	0.69555	0.96409	0.98054
ZBTB44	11	0.055116	1.2122	0.1789	0.46905	0.22544	0.38703
ZBTB45	12	-0.44002	-3.208	0.038111	0.20872	0.0013366	0.018798
ZBTB46	12	0.07329	1.7462	0.1058	0.36605	0.080775	0.21792
ZBTB47	13	0.090209	2.2506	0.054608	0.25911	0.024411	0.14257
ZBTB48	14	-0.086432	-2.1158	0.94425	0.9881	0.034359	0.17461
ZBTB49	13	0.083961	2.0378	0.063424	0.27875	0.041565	0.18638
ZBTB6	12	0.085279	1.9455	0.08248	0.32155	0.051717	0.19141
ZBTB7A	12	-0.32063	-3.5546	0.13936	0.40928	0.00037849	0.0068952
ZBTB7B	12	-0.91411	-4.7613	0	0	1.9238e-06	7.7748e-05
ZBTB7C	12	0.068217	1.6632	0.12287	0.38718	0.096266	0.23558
ZBTB8A	12	0.017865	0.60877	0.32509	0.61884	0.54268	0.6812
ZEB1	6	0.038093	0.64071	0.42804	0.71091	0.52171	0.67266
ZEB2	7	0.04231	0.87472	0.37571	0.66751	0.38172	0.54669
ZFAT	7	-0.2188	-1.8795	0.4727	0.74797	0.060174	0.19979
ZFHX3	6	-0.017264	-0.21668	0.7335	0.8958	0.82846	0.89379
ZFHX4	6	0.10054	0.9968	0.16439	0.44702	0.31886	0.48659
ZFP1	6	-0.028538	-0.53062	0.79152	0.91396	0.59568	0.71702
ZFP14	6	0.042516	0.99852	0.407	0.69466	0.31803	0.48617
ZFP2	6	0.12581	1.873	0.096985	0.3501	0.061073	0.20046
ZFP28	6	0.1363	1.9702	0.077361	0.30909	0.04882	0.18937
ZFP3	6	-0.087051	-2.0011	0.9306	0.98288	0.045377	0.188
ZFP30	6	-0.034616	-0.92847	0.81997	0.9294	0.35316	0.52151
ZFP36	15	-0.13378	-2.203	0.74374	0.89924	0.027596	0.15426
ZFP36L1	14	0.23541	1.9267	0	0	0.054021	0.19303
ZFP37	6	0.029345	0.56626	0.47554	0.74944	0.57122	0.6972
ZFP41	6	-0.16779	-1.9884	0.64192	0.84951	0.046769	0.188
ZFP42	6	0.15935	1.8023	0.044369	0.22774	0.071502	0.20933
ZFP57	6	-0.016437	-0.2684	0.72867	0.89402	0.78839	0.86306
ZFP62	6	0.27957	0.85214	0.0014221	0.019084	0.39413	0.55743
ZFP64	7	-0.64304	-2.5174	0.028441	0.17391	0.011822	0.088439
ZFP69	6	-0.067427	-1.8336	0.97838	0.99457	0.066709	0.20491
ZFP69B	6	-0.074168	-1.7188	0.98805	0.99457	0.085659	0.22373
ZFP82	6	0.085599	1.456	0.21303	0.50505	0.1454	0.29602
ZFP90	6	-0.0077825	-0.21538	0.6789	0.86548	0.82947	0.89406
ZFP91	2	0.19445	1.1149	0.1715	0.45856	0.26491	0.43062
ZFP92	6	0.21422	1.9556	0.0091013	0.080402	0.050516	0.19057
ZFPM1	7	-0.11105	-0.91113	0.83476	0.9368	0.36223	0.53066
ZFPM2	6	0.063078	0.64717	0.30432	0.60202	0.51752	0.67016
ZFX	6	-0.24638	-1.7377	0.42548	0.70934	0.082266	0.21921
ZFY	6	0.11437	1.8596	0.12372	0.38718	0.062943	0.20174
ZGLP1	6	0.029583	0.45839	0.47412	0.74877	0.64667	0.76069
ZHX1	6	0.063336	0.87579	0.30347	0.60202	0.38114	0.54654
ZHX2	6	0.044443	1.012	0.39534	0.68608	0.31156	0.48024
ZHX3	6	0.017064	0.28234	0.54494	0.79967	0.77769	0.85683
ZIC1	5	0.14081	1.2284	0.10609	0.36605	0.21928	0.37849
ZIC2	6	0.46322	1.8313	0	0	0.067055	0.20491
ZIC3	7	0.19142	1.7737	0.011377	0.091743	0.076112	0.21451
ZIC4	6	0.11166	1.5858	0.13111	0.39673	0.11277	0.25691
ZIC5	7	0.071979	0.32719	0.23948	0.53325	0.74352	0.83415
ZIK1	6	0.11678	1.868	0.11689	0.37972	0.061764	0.20071
ZIM2	6	0.022171	0.35116	0.51593	0.77888	0.72547	0.81807
ZIM3	6	0.23581	1.9925	0.0042662	0.045455	0.04632	0.188
ZKSCAN1	6	0.0047081	0.069614	0.61263	0.83767	0.9445	0.97016
ZKSCAN2	6	0.13031	1.4379	0.0876	0.33225	0.15047	0.30263
ZKSCAN3	6	0.16726	0.94596	0.036689	0.20315	0.34417	0.51221
ZKSCAN4	6	0.039096	0.91268	0.42435	0.70845	0.36141	0.52993
ZKSCAN5	6	0.083373	1.1049	0.21985	0.51023	0.26921	0.4353
ZKSCAN7	6	0.078249	1.5888	0.23805	0.53202	0.11211	0.25619
ZKSCAN8	6	0.22136	1.8929	0.0068259	0.06469	0.058373	0.19771
ZMIZ1	14	-0.25323	-3.513	0.25569	0.55052	0.00044314	0.0078295
ZMIZ2	14	-0.47324	-3.9093	0.021615	0.14232	9.2545e-05	0.0020223
ZNF10	6	-0.058538	-1.2006	0.94141	0.98718	0.22991	0.39152
ZNF100	6	0.10363	1.5195	0.15387	0.42902	0.12863	0.27589
ZNF101	6	-0.071738	-1.2234	0.99602	0.99715	0.22117	0.381
ZNF107	5	0.067416	0.70945	0.35438	0.6466	0.47804	0.63884
ZNF112	6	0.019125	0.68155	0.53385	0.79032	0.49552	0.65424
ZNF114	6	-0.25323	-2.1683	0.4087	0.69555	0.03014	0.16278
ZNF117	6	0.11725	1.6211	0.11604	0.37972	0.105	0.24735
ZNF12	6	0.084606	1.5651	0.21615	0.50767	0.11756	0.26344
ZNF121	6	-0.12067	-1.9579	0.80063	0.92054	0.050239	0.19047
ZNF124	6	0.092554	1.3609	0.18771	0.47864	0.17354	0.32827
ZNF131	8	-0.99649	-2.9967	0.0014221	0.019084	0.002729	0.033433
ZNF132	6	0.016228	0.31643	0.5492	0.80224	0.75168	0.84035
ZNF133	6	-0.06846	-1.0935	0.98237	0.99457	0.2742	0.44002
ZNF134	6	0.17827	1.9985	0.024744	0.15564	0.045658	0.188
ZNF135	6	0.15955	1.8477	0.044084	0.22774	0.06465	0.20426
ZNF136	6	0.06064	0.83854	0.31286	0.61007	0.40172	0.56544
ZNF138	4	0.16562	1.5962	0.091866	0.34144	0.11045	0.25408
ZNF14	6	0.081858	1.1911	0.22526	0.51697	0.23362	0.39738
ZNF140	6	0.03212	0.76707	0.45904	0.73665	0.44304	0.60896
ZNF141	6	0.052755	0.88631	0.34585	0.63799	0.37545	0.54102
ZNF142	7	0.14864	1.6701	0.042662	0.22355	0.094909	0.23451
ZNF143	7	-1.5768	-4.5385	0	0	5.6652e-06	0.00018444
ZNF146	6	0.12862	1.2119	0.091866	0.34144	0.22556	0.38705
ZNF148	4	0.52575	1.4258	0	0	0.15393	0.30661
ZNF154	6	0.20822	2.0304	0.010523	0.087059	0.042311	0.18638
ZNF155	6	-0.049718	-1.4725	0.8905	0.96072	0.1409	0.29067
ZNF157	6	0.14984	1.9842	0.054323	0.25881	0.047233	0.18808
ZNF16	6	-0.022468	-0.37361	0.7628	0.90316	0.70869	0.80576
ZNF160	6	0.090935	1.3171	0.19198	0.48457	0.1878	0.34654
ZNF165	6	-0.012485	-0.23451	0.70279	0.87873	0.81459	0.88153
ZNF169	6	0.032081	0.70225	0.45933	0.73667	0.48252	0.64263
ZNF17	6	0.10662	1.6575	0.14249	0.41201	0.097416	0.23636
ZNF174	6	-0.28077	-1.9014	0.35267	0.64568	0.057246	0.19638
ZNF175	6	0.046334	0.54121	0.38453	0.67465	0.58836	0.71162
ZNF177	6	0.088426	1.481	0.20307	0.4955	0.13862	0.28788
ZNF18	6	0.055507	0.99651	0.33419	0.62845	0.319	0.4866
ZNF180	6	-0.19892	-2.0546	0.55006	0.80256	0.039916	0.18428
ZNF181	6	-0.0022596	-0.027839	0.64903	0.853	0.97779	0.98876
ZNF182	6	0.16883	2.0854	0.034414	0.19739	0.03703	0.18002
ZNF184	6	0.094619	1.7887	0.18146	0.4712	0.073661	0.21164
ZNF189	6	0.022679	0.27882	0.51251	0.77706	0.78038	0.85763
ZNF19	6	0.17442	2.0069	0.029579	0.179	0.044758	0.188
ZNF195	6	-0.013241	-0.24999	0.70677	0.87969	0.80259	0.87312
ZNF197	6	0.11726	1.8468	0.11576	0.37931	0.064782	0.20426
ZNF2	6	-0.020697	-0.42662	0.75114	0.90316	0.66966	0.77707
ZNF20	6	0.065561	0.78985	0.29465	0.59506	0.42962	0.59564
ZNF200	6	-0.38839	-2.033	0.1806	0.47002	0.042049	0.18638
ZNF202	6	0.11737	1.7466	0.11519	0.3785	0.080709	0.21792
ZNF205	6	-0.30915	-2.1249	0.29408	0.59506	0.033598	0.1722
ZNF207	6	-1.9955	-3.487	0	0	0.00048843	0.0083707
ZNF208	4	0.24476	1.5608	0.011945	0.095238	0.11857	0.26418
ZNF211	6	0.14917	2.1126	0.055745	0.2619	0.034636	0.17522
ZNF212	6	0.016392	0.42714	0.54892	0.80224	0.66928	0.77688
ZNF213	6	-0.25877	-1.6694	0.39676	0.68753	0.095044	0.23451
ZNF214	6	0.015311	0.12583	0.55319	0.80272	0.89986	0.94137
ZNF215	6	-0.06644	-0.94488	0.97327	0.99457	0.34472	0.51227
ZNF217	3	-0.46183	-1.3399	0.25939	0.55542	0.18028	0.33692
ZNF219	5	-0.05692	-0.65941	0.9727	0.99457	0.50963	0.66421
ZNF22	6	-0.099672	-0.51417	0.87543	0.95383	0.60713	0.72775
ZNF221	6	0.062637	0.72338	0.30461	0.60202	0.46945	0.63261
ZNF222	6	-0.070845	-1.091	0.99204	0.99515	0.27527	0.44074
ZNF223	6	-0.025834	-0.30392	0.77873	0.90813	0.76119	0.84748
ZNF224	6	0.0038284	0.068446	0.61633	0.83885	0.94543	0.97083
ZNF225	6	0.023841	0.41742	0.50398	0.7701	0.67637	0.78305
ZNF226	6	0.011961	0.1857	0.57253	0.81366	0.85268	0.90987
ZNF227	6	0.0074036	0.10677	0.59471	0.82629	0.91497	0.95168
ZNF229	6	0.057725	1.4908	0.32253	0.61884	0.13601	0.28599
ZNF23	6	0.069241	1.1134	0.28157	0.58407	0.26553	0.43125
ZNF230	6	-0.15564	-1.6549	0.6789	0.86548	0.097942	0.23668
ZNF232	7	-0.09742	-1.5427	0.89562	0.96447	0.12291	0.2687
ZNF233	6	0.090546	1.5357	0.19539	0.49036	0.12462	0.27064
ZNF234	6	-0.0080735	-0.11356	0.68032	0.86597	0.90959	0.94871
ZNF235	6	-0.0025412	-0.0483	0.64989	0.853	0.96148	0.97987
ZNF236	8	-0.89676	-3.1598	0.0022753	0.027027	0.001579	0.02134
ZNF239	6	0.13171	1.5105	0.085893	0.32935	0.1309	0.27911
ZNF24	6	0.083649	1.6637	0.21928	0.51023	0.096166	0.23558
ZNF248	6	0.11055	1.8035	0.13424	0.40136	0.07131	0.20919
ZNF25	6	0.08486	1.0141	0.21587	0.50767	0.31051	0.47913
ZNF250	3	-0.026021	-0.70142	0.92577	0.98013	0.48304	0.64308
ZNF251	6	-0.042478	-0.64605	0.85296	0.94249	0.51825	0.67016
ZNF253	6	0.072551	0.71306	0.26593	0.56258	0.47581	0.63658
ZNF254	6	-0.057096	-0.56388	0.93316	0.9841	0.57283	0.69812
ZNF256	4	0.1172	1.4567	0.22497	0.51697	0.14519	0.29576
ZNF257	6	0.1726	1.9568	0.031286	0.18644	0.050369	0.19047
ZNF26	6	-0.052234	-1.0855	0.90387	0.9692	0.27768	0.44318
ZNF263	6	-0.15552	-1.697	0.67918	0.86553	0.089704	0.22853
ZNF264	6	0.13518	1.7693	0.077929	0.31031	0.076846	0.2149
ZNF266	6	0.11595	1.664	0.1186	0.38147	0.096103	0.23558
ZNF267	6	0.11806	1.7501	0.11433	0.3785	0.080103	0.21792
ZNF268	6	-0.15834	-2.4247	0.67093	0.86152	0.015321	0.10521
ZNF273	5	0.088291	1.6564	0.26451	0.56092	0.09765	0.23636
ZNF274	6	-0.11144	-1.3137	0.83191	0.93604	0.18894	0.34766
ZNF275	6	0.16806	1.8023	0.035552	0.20096	0.071503	0.20933
ZNF276	6	-0.13834	-1.881	0.73635	0.89624	0.059972	0.19967
ZNF277	7	0.075665	1.9606	0.22298	0.51509	0.049925	0.19036
ZNF28	6	0.078218	1.1758	0.23862	0.53202	0.23966	0.4026
ZNF280D	6	-0.014565	-0.26097	0.71331	0.88314	0.79412	0.86766
ZNF281	6	0.15901	2.104	0.044369	0.22774	0.035379	0.17644
ZNF282	6	0.15943	1.7938	0.044369	0.22774	0.072841	0.21113
ZNF283	6	0.091958	1.9113	0.18914	0.4798	0.055968	0.19523
ZNF284	6	-0.056976	-0.55072	0.93259	0.98409	0.58182	0.70591
ZNF285	6	-0.044004	-0.51572	0.86206	0.94778	0.60605	0.72701
ZNF286A	6	-0.2616	-1.5265	0.39278	0.68333	0.12687	0.27384
ZNF287	6	-0.13021	-1.1329	0.76195	0.90316	0.25724	0.42265
ZNF292	6	-0.021089	-0.82853	0.75313	0.90316	0.40737	0.57133
ZNF296	6	0.042924	1.1613	0.40586	0.69373	0.24553	0.409
ZNF3	6	0.057746	1.4254	0.32224	0.61884	0.15405	0.30661
ZNF30	6	0.056474	0.74308	0.32736	0.62043	0.45743	0.62218
ZNF300	6	-0.025846	-0.56015	0.77873	0.90813	0.57538	0.70001
ZNF302	6	0.065582	1.1134	0.29465	0.59506	0.26554	0.43125
ZNF304	6	0.16241	2.0373	0.041524	0.21955	0.041617	0.18638
ZNF311	6	0.088639	0.96865	0.20193	0.49374	0.33272	0.50088
ZNF317	6	-0.092039	-1.9032	0.91126	0.97356	0.057012	0.19638
ZNF318	5	-0.063207	-0.88902	0.99972	0.99972	0.37399	0.54036
ZNF319	6	0.033802	0.53647	0.45051	0.72928	0.59164	0.71424
ZNF32	6	0.10403	1.8432	0.15102	0.42277	0.065297	0.20426
ZNF320	5	0.10722	1.8723	0.19881	0.49225	0.061166	0.20046
ZNF322	6	-0.25432	-2.0695	0.40501	0.69328	0.038497	0.18242
ZNF324	6	-0.12757	-1.8089	0.77105	0.90578	0.070464	0.20919
ZNF324B	6	0.00042803	0.009029	0.63367	0.84712	0.9928	0.99843
ZNF329	6	0.10837	1.2614	0.13993	0.40928	0.20718	0.3655
ZNF331	6	0.15933	1.5531	0.044369	0.22774	0.12041	0.26609
ZNF333	6	0.026745	0.35826	0.48606	0.75754	0.72015	0.81459
ZNF334	6	0.11523	1.6148	0.12088	0.38496	0.10635	0.24928
ZNF335	8	-2.1504	-4.6673	0	0	3.0512e-06	0.00011293
ZNF337	6	0.062356	1.3204	0.30518	0.60213	0.1867	0.34532
ZNF33A	6	0.12128	2.1283	0.10808	0.37109	0.033314	0.17099
ZNF33B	6	0.10788	1.2793	0.14022	0.40928	0.20081	0.35986
ZNF34	6	0.052509	0.89232	0.34727	0.6396	0.37222	0.53857
ZNF341	6	-0.099225	-1.3582	0.87799	0.95514	0.1744	0.32914
ZNF343	6	0.13353	1.594	0.08248	0.32155	0.11093	0.25458
